B2_pos	ss	B2_reads
101336155	3ss	11
101336313	5ss	10
10133865	3ss	134
10133936	5ss	296
10134969	3ss	283
10135007	5ss	334
10135973	3ss	347
10136047	5ss	230
10136098	5ss	26
101361898	5ss	303
101362126	3ss	303
101362227	5ss	179
10136444	3ss	26
101365084	3ss	10
10136529	5ss	19
10136884	3ss	230
10136958	5ss	271
101372408	3ss	179
101372521	5ss	140
101376619	3ss	140
101376706	5ss	118
101377668	3ss	118
101377794	5ss	185
101379219	3ss	185
101379362	5ss	246
10138010	3ss	271
101381448	5ss	13
10138156	5ss	239
101383633	3ss	246
101383683	5ss	94
101387262	3ss	94
101387397	5ss	182
10139093	3ss	19
10139157	5ss	18
10140404	3ss	239
10140499	5ss	250
10140721	3ss	18
101413812	3ss	13
101413918	5ss	12
101419345	5ss	95
101419619	3ss	95
101419721	5ss	77
101421203	3ss	77
101421385	5ss	87
101427384	3ss	182
101427474	5ss	96
10142872	3ss	250
101430873	3ss	12
101430928	5ss	13
101431325	3ss	96
101431474	5ss	130
101433733	3ss	13
101436876	5ss	34
101437413	5ss	15
101439018	3ss	87
101439223	5ss	121
101439482	3ss	121
101439632	5ss	69
101440366	3ss	130
101440458	5ss	20
101440775	3ss	20
101442119	3ss	15
101442179	5ss	19
101445549	3ss	69
101445580	5ss	18
101445652	5ss	183
101446227	3ss	18
101446385	5ss	30
101447680	3ss	30
101447781	5ss	31
101448451	3ss	183
101448507	5ss	193
101450684	3ss	31
101450797	5ss	26
101451142	3ss	193
101451275	5ss	121
101451332	3ss	26
101451498	5ss	18
101455713	3ss	121
101455879	5ss	82
101458291	3ss	82
101458615	5ss	99
101459373	5ss	79
101460730	3ss	99
101460815	5ss	115
101462269	3ss	115
101462430	5ss	125
101464209	3ss	125
101472971	3ss	19
101473053	5ss	10
101474274	3ss	18
101474438	5ss	43
101475907	3ss	43
101476040	5ss	44
101476478	3ss	44
101477267	5ss	11
101477456	3ss	10
101481329	3ss	11
101491723	5ss	12
101492166	5ss	66
101493356	3ss	12
101496003	3ss	66
101496074	5ss	116
101499467	3ss	116
101499526	5ss	124
101501134	5ss	54
101501504	3ss	54
101501624	5ss	33
101502910	3ss	124
101503119	5ss	70
101503794	3ss	70
101503829	5ss	92
101504246	3ss	33
101504533	5ss	36
101505488	5ss	10
101507014	3ss	92
101507147	5ss	80
101510126	3ss	66
101510153	5ss	41
101510457	3ss	10
101510576	5ss	11
101514286	3ss	55
101514298	3ss	11
101514391	5ss	65
101514403	5ss	13
101515382	3ss	65
101520079	3ss	36
101520657	3ss	13
101520833	5ss	33
101521195	3ss	34
101521248	5ss	50
101525897	3ss	33
101525970	5ss	40
101535639	3ss	40
101535845	5ss	15
101538386	5ss	11
101540248	3ss	15
101540951	3ss	11
101541272	5ss	18
101541608	3ss	50
101541756	5ss	77
101542634	5ss	187
101542919	3ss	18
101543064	5ss	20
101544365	3ss	187
101544538	5ss	230
101546169	5ss	11
101549017	3ss	31
101549130	5ss	14
101549372	3ss	77
101549463	5ss	102
101551322	3ss	13
101551593	5ss	16
101551991	3ss	230
101552116	5ss	316
101552408	3ss	14
101553308	3ss	316
101553442	5ss	362
101553649	3ss	362
101553756	5ss	157
101554170	3ss	157
101554215	3ss	105
101554225	5ss	221
101554304	5ss	128
10155519	3ss	209
101556148	3ss	10
10155654	5ss	237
101556610	5ss	49
101556854	3ss	260
101557088	5ss	172
101558964	3ss	172
101559127	5ss	238
101559395	3ss	79
101559505	5ss	128
101560143	3ss	238
101560320	5ss	123
101563776	3ss	123
101564030	5ss	211
101564697	3ss	128
101564817	5ss	67
101565139	3ss	211
101565204	5ss	297
101565829	3ss	67
101565942	5ss	52
101567141	3ss	297
101567278	5ss	243
101567840	3ss	243
101567986	5ss	221
101568761	5ss	14
101569891	3ss	221
101569975	5ss	173
101570929	3ss	14
101571068	5ss	80
101571293	3ss	173
101571359	5ss	166
101571582	3ss	80
101571612	5ss	98
101571730	3ss	98
101571833	5ss	121
101571935	3ss	121
101572707	5ss	38
101572775	3ss	166
101572901	5ss	245
101573422	3ss	38
101573527	5ss	64
101573906	3ss	64
101574052	5ss	58
101574239	3ss	58
101574302	5ss	49
101574577	3ss	49
101574746	5ss	19
10157503	5ss	749
101575917	3ss	19
101576027	5ss	41
101576136	3ss	41
101576303	5ss	62
101576821	3ss	78
101577065	3ss	167
101577241	5ss	215
101578162	3ss	62
101578547	3ss	215
101578714	5ss	159
101578846	3ss	159
101579026	5ss	322
101580520	3ss	52
101580638	5ss	31
101581323	3ss	31
101581405	5ss	41
101582122	3ss	41
101582228	5ss	36
101584743	3ss	36
101584890	5ss	50
101587452	3ss	50
101587536	5ss	71
101590064	3ss	322
101590190	5ss	328
101590473	3ss	328
101590608	5ss	152
101591265	3ss	71
101591368	3ss	152
101591406	5ss	99
101591587	5ss	262
101591734	3ss	262
101591888	5ss	252
101591920	3ss	99
101592029	5ss	84
101594137	3ss	252
101594172	3ss	84
101594261	5ss	42
101594292	5ss	176
101595848	3ss	176
101596047	5ss	164
101598693	3ss	42
101598839	5ss	36
1015991	3ss	108
101601724	3ss	164
101601850	5ss	302
101603556	3ss	302
101603657	5ss	361
101604079	3ss	361
101604222	5ss	223
101604541	3ss	36
101604738	5ss	50
101605381	3ss	223
101605539	5ss	225
10160590	3ss	29
10160654	5ss	28
101606718	3ss	275
101606884	5ss	179
101606908	5ss	49
101607242	3ss	49
101607334	5ss	60
101609809	3ss	60
101609989	5ss	35
101610359	3ss	179
101610553	5ss	331
101611259	3ss	331
10161166	3ss	237
101611862	3ss	20
101612258	3ss	15
10161253	5ss	126
101618777	5ss	1742
101619016	5ss	11
101619164	3ss	1753
101619270	5ss	5671
101620620	3ss	5671
101620745	5ss	5672
101620770	5ss	22
101622421	3ss	5694
101622533	5ss	2185
101622812	3ss	2171
1016263	5ss	151
10163006	3ss	126
10163150	5ss	256
101635460	3ss	14
10165574	3ss	256
10165802	5ss	119
101671378	3ss	128
101671425	5ss	133
10167310	3ss	748
10167392	5ss	669
101674105	5ss	223
101674894	3ss	223
101674974	5ss	125
101679348	3ss	125
101679414	5ss	135
101679527	3ss	135
10167953	3ss	669
101679659	5ss	222
101680099	3ss	222
101680287	5ss	134
101682738	3ss	134
101682819	5ss	56
101683915	3ss	56
101684052	5ss	143
101684511	3ss	143
101684666	5ss	107
101685520	3ss	107
101685666	5ss	172
101685748	3ss	172
101685882	5ss	103
101686946	3ss	103
101687023	5ss	102
101689258	3ss	102
101689436	5ss	304
101693460	3ss	304
101693615	5ss	119
101693751	3ss	119
101693839	5ss	62
101696226	3ss	62
101696331	5ss	155
101699693	3ss	155
101699843	5ss	182
101700477	3ss	182
101700539	5ss	184
1017013	3ss	373
101701963	3ss	184
101702121	5ss	138
101703541	3ss	138
101703617	5ss	158
101705497	3ss	158
101705576	5ss	198
101705814	3ss	198
101706054	5ss	241
101711256	3ss	241
101711441	5ss	203
101713323	3ss	203
101713413	5ss	140
101713619	3ss	133
101713697	5ss	125
101714630	3ss	140
101714715	5ss	250
101715282	3ss	250
101715407	5ss	246
1017200	5ss	301
101720859	3ss	246
101721025	5ss	191
101723019	3ss	191
101723227	5ss	118
101727079	3ss	118
101727222	5ss	128
101728203	3ss	128
101728282	5ss	197
101731829	3ss	197
101732055	5ss	195
101732591	3ss	195
101732735	5ss	180
101734301	3ss	180
101734388	5ss	266
101736224	3ss	266
101736367	5ss	167
101736565	3ss	167
101736615	5ss	153
101736719	3ss	153
101736871	5ss	124
101738373	3ss	124
101738528	5ss	131
101739332	3ss	131
101739472	5ss	131
101740229	3ss	131
101740366	5ss	180
101740644	3ss	125
101740781	5ss	249
1017429	3ss	151
101745833	3ss	180
101745972	5ss	198
101746825	3ss	198
101746907	5ss	294
101747616	3ss	249
101747739	5ss	251
101748610	3ss	294
101748896	5ss	154
101750332	3ss	154
101750471	5ss	298
101750704	3ss	298
101750860	5ss	99
1017509	5ss	193
101754978	3ss	251
101755054	5ss	270
101755740	3ss	99
101755838	5ss	82
101757354	3ss	82
101757521	5ss	178
101758487	3ss	270
101758553	5ss	223
101759237	3ss	178
101759403	5ss	354
101760336	3ss	354
101760477	5ss	88
1017605	3ss	193
101761638	3ss	88
101761754	5ss	112
101763499	3ss	112
101763669	5ss	128
1017641	3ss	301
101764210	3ss	128
101764341	5ss	150
101764836	3ss	150
101764946	5ss	138
101766662	3ss	138
101766741	5ss	174
101767179	3ss	174
101767248	5ss	145
101767363	3ss	145
101767545	5ss	96
101768586	3ss	96
101768717	5ss	129
101769402	3ss	129
101769534	5ss	209
101773149	3ss	209
101773336	5ss	143
101774918	3ss	143
101774989	5ss	169
10177517	3ss	119
10177658	5ss	229
101776819	3ss	169
101777091	5ss	117
101777321	3ss	117
101777447	5ss	171
101779361	3ss	171
101779506	5ss	197
101779746	3ss	197
1017889	5ss	222
10179571	3ss	229
10179671	5ss	209
101801840	3ss	223
101801888	5ss	186
1018099	3ss	222
101813726	3ss	186
101813830	5ss	134
10182020	3ss	209
10182119	5ss	22
10182134	5ss	330
101821749	3ss	108
101821755	3ss	26
101821937	5ss	128
101833093	3ss	128
101833151	5ss	97
101837122	3ss	97
101837170	5ss	110
10183871	5ss	282
101838787	3ss	110
101838883	5ss	116
101839914	3ss	24
101842147	5ss	12
101843351	3ss	12
101843452	5ss	26
101844640	3ss	26
1018452	5ss	218
101845484	5ss	22
10184705	5ss	39
101847671	3ss	22
101847836	5ss	19
101848394	3ss	19
101848450	5ss	15
101854775	5ss	17
101855848	3ss	17
101856437	5ss	35
101856808	3ss	35
101857772	5ss	12
101860581	5ss	10
101863509	3ss	12
10186546	5ss	13
101867584	5ss	13
10186852	3ss	330
1018693	3ss	218
10186935	5ss	82
101869940	5ss	604
101870647	3ss	15
101870949	5ss	27
101874253	3ss	592
101874417	5ss	1170
101877332	3ss	27
10187777	3ss	13
101879001	3ss	1182
101879153	5ss	1631
101881307	3ss	1631
101881509	5ss	1580
10188198	3ss	321
101883139	3ss	1580
10188320	5ss	328
101883341	5ss	494
101885502	3ss	494
101885598	5ss	633
101885678	3ss	633
10188701	3ss	22
10188722	5ss	15
101891137	3ss	13
101891382	5ss	40
101894328	3ss	10
10189450	3ss	82
101894791	3ss	40
101895021	5ss	68
10189506	5ss	104
101900141	3ss	68
101900371	5ss	32
101904818	3ss	32
101904985	5ss	49
10190558	3ss	104
10190674	5ss	69
101907014	3ss	49
101907170	5ss	67
10190773	3ss	69
10190871	5ss	80
101908767	3ss	67
101908891	5ss	73
101909936	3ss	73
101910066	5ss	56
101911462	3ss	56
10191471	3ss	328
101916637	3ss	92
101916764	5ss	96
101917515	3ss	96
101917581	5ss	127
101918518	3ss	127
101918630	5ss	106
101921220	3ss	106
101921336	5ss	93
101923329	3ss	93
101923412	5ss	97
10192354	3ss	15
101924096	3ss	97
101924152	5ss	109
10192427	3ss	80
101925132	3ss	109
101925212	5ss	139
10192540	5ss	126
101926004	3ss	139
101926068	5ss	168
101926313	3ss	168
10195046	3ss	126
10195244	5ss	318
101957862	5ss	17
101960798	3ss	17
10197124	5ss	28
10197125	3ss	318
10197263	5ss	133
10197605	3ss	28
10197728	5ss	51
10197927	3ss	51
10197976	5ss	24
101981900	5ss	204
101983476	5ss	12
101984648	5ss	613
101984828	3ss	613
101984875	3ss	216
101984925	5ss	685
101985125	5ss	370
101990181	3ss	685
101990282	5ss	1009
101992619	3ss	1009
10200333	3ss	24
10200371	5ss	35
102004858	5ss	14
10200574	3ss	35
102006421	3ss	14
102006523	5ss	71
10200723	5ss	42
102016270	3ss	71
102016396	5ss	44
102016659	3ss	44
102016769	5ss	39
10201926	3ss	42
10202029	5ss	16
102020932	3ss	11
10202152	3ss	16
10202306	5ss	52
10202746	3ss	52
102033187	3ss	370
102033302	5ss	206
102036424	3ss	28
102036984	5ss	110
102038067	3ss	110
102038145	5ss	79
102039995	3ss	79
102040095	5ss	50
102045045	3ss	50
102045130	5ss	64
102047881	3ss	64
102047945	5ss	69
10204998	3ss	133
10205097	5ss	247
102056749	3ss	166
102056862	5ss	168
102056868	5ss	52
102065461	3ss	69
10206732	5ss	76
10207021	3ss	247
10207148	5ss	194
102074108	5ss	18
102076624	3ss	260
102076672	3ss	18
102076780	5ss	30
102076805	5ss	206
102076817	5ss	40
102079391	3ss	30
102079628	5ss	29
102080248	3ss	102
102080295	5ss	123
102081097	5ss	25
102081897	3ss	25
102086960	3ss	29
102091912	5ss	222
10209242	3ss	194
10209340	5ss	143
102094353	3ss	267
102094483	5ss	302
102098200	3ss	302
102098312	5ss	204
102100433	3ss	204
102105607	5ss	75
102106264	3ss	75
102106498	5ss	129
102106601	3ss	129
102106717	5ss	130
102107288	5ss	5389
102107786	3ss	120
102107821	3ss	5389
102107868	3ss	222
102107926	5ss	203
102108015	5ss	246
102108103	5ss	1550
102108166	3ss	213
102108270	5ss	133
102108282	3ss	246
102108423	5ss	309
102108509	3ss	133
102108634	5ss	147
102108710	3ss	147
102108824	5ss	82
102109001	3ss	82
102109101	5ss	34
102109302	3ss	34
102109509	5ss	181
102110021	3ss	181
102110093	5ss	150
102110189	3ss	150
102110329	5ss	107
102110506	3ss	309
102110590	5ss	202
102112123	3ss	1550
102112253	5ss	3239
102112665	3ss	107
102112756	5ss	123
102112901	3ss	123
102113056	5ss	74
102113139	3ss	74
102113251	5ss	108
102113356	3ss	108
10211384	3ss	143
102113901	3ss	202
102114032	5ss	363
102114184	3ss	3239
102114389	5ss	3100
10211619	5ss	271
102116289	3ss	3076
102116521	5ss	5202
102116946	3ss	363
102117104	5ss	466
102117500	3ss	466
102117625	5ss	219
102120072	3ss	219
102120182	5ss	121
102120491	3ss	5226
102122679	3ss	121
102133769	5ss	39
102140740	3ss	10
102140973	3ss	29
102141205	5ss	41
102147791	3ss	10
102147794	3ss	31
10217088	5ss	28
10217177	3ss	28
10217347	5ss	114
10218181	3ss	114
10218282	5ss	205
10218414	3ss	271
10218480	3ss	205
10218530	5ss	253
10218540	5ss	192
10218640	3ss	253
10218810	5ss	291
10219522	3ss	76
10219704	5ss	83
102201988	5ss	62
102202977	3ss	62
10220307	3ss	291
102203097	5ss	75
10220383	5ss	153
10220589	3ss	153
10220696	5ss	105
10220799	3ss	105
10220922	5ss	183
10221000	3ss	183
10221078	5ss	188
10221161	3ss	188
10221200	3ss	192
10221290	5ss	278
10221344	5ss	273
10221373	3ss	278
10221542	5ss	302
10221621	3ss	302
102218107	5ss	142
102219329	3ss	142
102221480	5ss	57
102221575	3ss	57
102221674	5ss	52
102229307	5ss	32
102231491	3ss	16
102233627	3ss	52
102233705	5ss	89
102234399	3ss	89
102234447	5ss	106
102237060	3ss	75
102237117	5ss	83
102239037	3ss	106
102239279	5ss	138
102248227	3ss	138
102248481	5ss	101
102248588	3ss	101
102248629	5ss	110
102248721	3ss	110
102249638	3ss	83
102249725	5ss	70
102252355	3ss	16
102260661	3ss	70
102260746	5ss	61
102262289	3ss	61
102262372	5ss	36
102271698	5ss	138
102276373	5ss	100
10228194	3ss	273
102282541	3ss	36
102282589	5ss	39
10228328	5ss	170
102284082	3ss	39
102284149	5ss	41
102285241	3ss	41
102285321	5ss	67
102285606	3ss	67
102285682	5ss	80
102286421	3ss	80
102286524	5ss	114
102291641	3ss	138
102291708	5ss	195
102295069	3ss	195
102295211	5ss	236
102295579	3ss	114
102295763	5ss	70
102295892	5ss	69
102296168	3ss	69
102296418	5ss	85
102296862	3ss	70
102296933	5ss	52
102300391	3ss	85
102300539	5ss	67
102301964	3ss	224
102302141	5ss	190
102304708	3ss	67
102304853	5ss	77
102305700	3ss	77
102305806	5ss	139
102306275	3ss	139
102306338	5ss	89
102306897	3ss	89
102307007	5ss	85
102307850	3ss	85
102307952	3ss	190
102308010	5ss	259
102309820	3ss	41
102310140	5ss	41
10231196	3ss	170
10231387	5ss	288
102313887	3ss	258
102313979	5ss	453
102314599	5ss	262
102314935	3ss	262
102314994	3ss	466
102315000	5ss	370
102323023	3ss	100
102323222	5ss	264
102325976	3ss	52
102326105	5ss	93
102338737	3ss	93
102338853	5ss	103
102340858	3ss	103
102340930	5ss	102
102342505	3ss	102
102342715	5ss	85
102343161	3ss	85
102343361	5ss	56
102345455	3ss	56
102345570	5ss	72
102348498	3ss	264
102348608	5ss	128
102349594	3ss	128
102349686	5ss	149
102349769	3ss	149
102349899	5ss	140
102353038	3ss	72
102353137	5ss	109
102355494	3ss	109
102355547	5ss	96
102356574	3ss	140
102356633	5ss	137
102359337	3ss	137
102359445	5ss	329
102360835	3ss	64
102360844	3ss	329
102360897	5ss	372
102361038	5ss	43
102363886	3ss	43
102363889	3ss	32
102363942	5ss	82
102364591	3ss	82
102368056	3ss	372
102368226	5ss	267
102372739	3ss	267
102372866	5ss	189
102375926	3ss	189
102376027	5ss	302
102378738	3ss	302
102378810	5ss	86
102384168	3ss	45
102384284	5ss	29
10238702	3ss	288
10238876	5ss	358
102389864	5ss	11
102390105	5ss	10
102391478	3ss	70
102392139	3ss	21
102392248	5ss	23
10239474	3ss	358
10239620	5ss	311
102398301	3ss	23
102398393	5ss	22
10239953	3ss	311
102401720	3ss	22
102407182	3ss	370
102407238	5ss	347
10242053	3ss	83
10242199	5ss	168
102427916	5ss	18
102431284	5ss	237
102440390	3ss	347
102440515	5ss	480
102441781	3ss	480
102441891	5ss	557
102442049	3ss	237
102442136	5ss	180
102445656	3ss	180
102445829	5ss	270
102445966	3ss	557
102446056	3ss	270
102446056	5ss	359
102446311	5ss	221
102446701	3ss	221
102446887	5ss	235
102448183	3ss	359
102448313	5ss	208
102448737	3ss	18
102449356	3ss	235
102449627	5ss	256
102449719	3ss	256
102449946	5ss	211
102450871	3ss	208
102450925	5ss	277
102452024	3ss	211
102452362	3ss	277
102452440	5ss	225
102453100	5ss	150
102453790	3ss	150
102453969	5ss	225
102455040	3ss	225
102455189	5ss	218
102456192	5ss	62
102456281	3ss	225
102456456	5ss	436
102457864	3ss	218
102458010	5ss	260
102459071	3ss	436
102459143	5ss	273
102460521	3ss	260
102460563	3ss	273
102460661	5ss	167
102460773	5ss	446
102461010	3ss	167
102461186	5ss	299
102461323	3ss	299
102461433	5ss	428
102461518	3ss	428
102461637	5ss	223
102463372	3ss	223
102463611	5ss	542
102465010	3ss	62
102465407	5ss	116
102466326	3ss	542
102466481	5ss	217
102466623	3ss	217
102466736	5ss	267
102467291	3ss	267
102467401	5ss	269
102467482	3ss	269
102467691	5ss	286
102467872	3ss	286
102468018	5ss	204
102468874	3ss	204
102469040	5ss	207
102469129	3ss	207
102469157	3ss	116
102469302	5ss	132
102469352	5ss	105
102470166	5ss	24
102470610	3ss	24
102470692	5ss	18
102470855	3ss	132
102471020	5ss	301
102471077	3ss	18
102471099	3ss	301
102471287	5ss	254
102471379	3ss	254
102471573	5ss	311
102472225	3ss	311
102472436	3ss	105
102472439	3ss	435
102472507	5ss	172
102472526	5ss	165
102472600	5ss	230
102473345	3ss	172
102473445	5ss	252
102474088	3ss	165
102474173	5ss	159
102474515	3ss	252
102474674	5ss	424
102475458	3ss	241
102475544	5ss	254
102476105	3ss	139
102476180	3ss	424
102476198	3ss	115
102476326	5ss	209
102476423	5ss	382
102476613	3ss	382
102476796	5ss	206
102477077	3ss	206
102477287	3ss	38
102477289	5ss	325
102477448	5ss	41
102478212	3ss	325
102478450	5ss	239
102478651	3ss	239
102478807	5ss	228
102480283	3ss	35
102480513	5ss	52
102481392	3ss	229
102481442	3ss	228
102481498	5ss	171
102481669	5ss	239
102482193	3ss	239
102482231	3ss	159
102482385	5ss	181
102482423	5ss	188
102482686	3ss	188
102482826	5ss	216
102482890	3ss	130
102482893	3ss	41
102483041	5ss	273
102483103	3ss	216
102483336	5ss	193
102483425	3ss	193
102483631	5ss	252
102483635	3ss	181
102483674	3ss	273
102483720	3ss	252
102483736	5ss	119
102483771	5ss	347
102483780	5ss	83
102483841	5ss	487
102484499	5ss	27
102484788	3ss	487
102484856	3ss	119
102484953	5ss	330
102485017	5ss	163
102486084	3ss	457
102486230	3ss	330
102486259	5ss	457
102486393	5ss	243
102486757	3ss	457
102486877	5ss	649
102486957	3ss	163
102487078	5ss	176
102487956	3ss	150
102488147	5ss	275
102488352	3ss	176
102488453	5ss	233
102489088	3ss	243
102489217	5ss	230
102489552	3ss	233
102489638	5ss	269
102490109	3ss	774
102490226	5ss	210
102490374	3ss	269
102490449	5ss	129
102490538	3ss	129
102490544	3ss	210
102490647	5ss	79
102490714	5ss	479
102491613	3ss	79
102491698	5ss	164
102492911	3ss	230
102493044	5ss	236
102493465	3ss	479
102493511	3ss	236
102493608	5ss	559
102493625	5ss	362
102493720	3ss	362
102493881	5ss	225
102493892	3ss	164
102493956	3ss	225
102494017	5ss	183
102494156	3ss	170
102494159	3ss	13
102494170	5ss	211
102494274	3ss	211
102494277	5ss	100
102494478	5ss	412
102494850	3ss	100
102495032	5ss	119
102495876	3ss	412
102496049	5ss	405
102496156	3ss	405
102496275	5ss	429
102496499	3ss	429
102496619	5ss	229
102498609	3ss	229
102498804	5ss	272
102499013	3ss	559
102499147	5ss	284
102499402	3ss	272
102499519	5ss	389
102499606	3ss	389
102499821	5ss	454
102500313	3ss	454
102500525	5ss	298
102500662	3ss	298
102500789	5ss	598
102501649	3ss	284
102501749	5ss	192
102502826	3ss	598
102502883	3ss	119
102502979	5ss	427
102503024	5ss	194
102503550	3ss	192
102503699	5ss	487
102503723	5ss	62
102503776	3ss	194
102503999	5ss	94
102504240	3ss	549
102504399	5ss	447
102504797	3ss	427
102504943	5ss	279
102505035	3ss	279
102505185	5ss	354
102505258	3ss	447
102505338	3ss	354
102505397	5ss	362
10250557	5ss	1737
102505591	5ss	445
102505749	3ss	445
102505883	5ss	194
102505975	3ss	194
102506069	5ss	244
102506426	5ss	10
102506573	3ss	244
102506747	5ss	265
102506935	3ss	265
102507010	5ss	271
102507628	3ss	362
102507911	3ss	271
102508071	5ss	429
102508350	3ss	429
102508461	5ss	270
102508565	3ss	270
102508625	5ss	188
102508721	3ss	188
102508844	5ss	225
102508859	3ss	94
102508972	3ss	225
102508986	5ss	107
102509085	5ss	280
102509562	3ss	107
102509676	5ss	164
102510212	3ss	280
102510382	5ss	292
102510611	3ss	292
102510828	5ss	373
102510932	3ss	373
102511035	5ss	359
10251273	3ss	168
102512786	3ss	10
102512897	5ss	14
102513104	3ss	14
102513250	5ss	24
102513368	3ss	164
102513423	3ss	24
102513475	5ss	251
102513565	3ss	251
102513681	5ss	191
10251376	5ss	138
102513930	5ss	11
102514064	5ss	42
102514108	3ss	11
102514154	3ss	359
102514305	5ss	10
102514365	5ss	227
102514398	3ss	10
102514853	3ss	227
102515006	5ss	157
102515368	5ss	50
102515722	3ss	191
102515777	3ss	157
102515889	5ss	172
102515919	5ss	256
102516051	3ss	256
102516127	3ss	50
102516195	5ss	50
102516219	5ss	600
102516336	3ss	50
102516408	3ss	600
102516535	5ss	404
102516772	3ss	404
102517664	3ss	42
102517819	5ss	79
102518935	3ss	20
102519108	5ss	27
102520373	3ss	179
102520445	5ss	176
102522021	3ss	102
102522140	5ss	135
102523015	3ss	94
102523077	5ss	81
102526543	3ss	196
102526683	5ss	384
102530601	3ss	384
102530726	5ss	176
102537223	3ss	176
102542008	3ss	79
102542241	5ss	71
10254257	3ss	1737
10254317	5ss	2140
102547647	3ss	71
102547754	5ss	67
10254786	3ss	2140
102548605	3ss	21
10254891	3ss	138
10254950	5ss	2185
10255085	5ss	173
10255168	3ss	173
10255232	5ss	205
102558216	3ss	36
102558386	5ss	116
102559507	3ss	126
102559661	5ss	90
10256067	3ss	2185
10256265	5ss	2211
102569261	3ss	78
102569444	5ss	30
102572370	3ss	30
102572548	5ss	53
