D3_pos	ss	D3_reads
10136529	5ss	32
10136884	3ss	303
10136958	5ss	356
101372408	3ss	217
101372521	5ss	159
101376619	3ss	159
101376706	5ss	145
101377668	3ss	145
101377794	5ss	165
101379219	3ss	165
101379362	5ss	162
10138010	3ss	356
101381317	3ss	10
101381448	5ss	10
10138156	5ss	313
101383633	3ss	162
101383683	5ss	143
101387262	3ss	143
101387397	5ss	127
10139093	3ss	32
10139157	5ss	15
10140404	3ss	313
10140499	5ss	302
10140721	3ss	15
101413812	3ss	10
101413918	5ss	13
101419345	5ss	78
101419619	3ss	78
101419721	5ss	96
101421203	3ss	96
101421385	5ss	84
101427384	3ss	127
101427474	5ss	124
10142872	3ss	302
101430873	3ss	13
101430928	5ss	15
101431325	3ss	124
101431474	5ss	129
101433733	3ss	15
101433854	5ss	10
101436112	3ss	10
101436246	5ss	15
101436876	5ss	32
101437317	3ss	15
101437413	5ss	11
101439018	3ss	84
101439223	5ss	120
101439482	3ss	120
101439632	5ss	111
101440366	3ss	129
101440458	5ss	37
101440775	3ss	37
101442119	3ss	11
101442179	5ss	11
101443563	5ss	13
101445438	3ss	13
101445549	3ss	111
101445580	5ss	35
101445652	5ss	150
101446227	3ss	35
101446385	5ss	34
101447680	3ss	34
101447781	5ss	44
101448451	3ss	150
101448507	5ss	136
101450684	3ss	44
101450797	5ss	43
101451142	3ss	136
101451275	5ss	114
101451332	3ss	43
101451498	5ss	30
101455713	3ss	114
101455879	5ss	90
101458291	3ss	90
101458615	5ss	89
101459373	5ss	109
101460730	3ss	89
101460815	5ss	91
101462269	3ss	91
101462430	5ss	82
101464209	3ss	82
101472971	3ss	11
101474274	3ss	30
101474438	5ss	44
101475907	3ss	44
101476040	5ss	45
101476478	3ss	45
101477267	5ss	14
101477596	5ss	12
101480438	3ss	12
101480602	5ss	17
101481329	3ss	14
101481404	5ss	24
101483691	3ss	24
101488034	3ss	17
101488070	5ss	24
101490314	3ss	24
101490425	5ss	20
101491429	3ss	20
101491486	5ss	11
101491626	3ss	11
101492166	5ss	102
101493498	5ss	14
101496003	3ss	102
101496074	5ss	120
101499467	3ss	120
101499526	5ss	148
101501134	5ss	63
101501504	3ss	63
101501624	5ss	42
101502910	3ss	148
101503119	5ss	153
101503794	3ss	153
101503829	5ss	156
101504182	3ss	14
101504246	3ss	42
101504334	5ss	10
101504533	5ss	52
101505341	3ss	10
101507014	3ss	156
101507147	5ss	130
101510126	3ss	111
101510153	5ss	90
101514286	3ss	109
101514391	5ss	105
101514403	5ss	10
101515382	3ss	105
101520079	3ss	52
101520657	3ss	10
101520833	5ss	45
101521195	3ss	32
101521248	5ss	53
101525897	3ss	45
101525970	5ss	43
10153216	5ss	12
101535639	3ss	43
101535845	5ss	23
101540248	3ss	23
101541272	5ss	26
101541608	3ss	53
101541756	5ss	92
101542634	5ss	268
101542919	3ss	26
101543064	5ss	21
101544365	3ss	268
101544538	5ss	317
101549017	3ss	21
101549130	5ss	34
101549372	3ss	92
101549463	5ss	84
101551322	3ss	11
101551991	3ss	317
101552116	5ss	291
101552408	3ss	34
101553308	3ss	291
101553442	5ss	312
101553649	3ss	312
101553756	5ss	188
101554170	3ss	188
101554215	3ss	73
101554225	5ss	230
101554304	5ss	78
10155519	3ss	279
10155555	3ss	12
101556148	3ss	14
10155654	5ss	232
101556610	5ss	43
101556854	3ss	259
101557088	5ss	171
101558964	3ss	171
101559127	5ss	318
101559395	3ss	109
101559505	5ss	135
101560143	3ss	318
101560320	5ss	206
101563776	3ss	206
101564030	5ss	199
101564697	3ss	78
101564817	5ss	80
101565139	3ss	199
101565204	5ss	218
101565829	3ss	80
101565942	5ss	67
101567141	3ss	218
101567278	5ss	297
101567840	3ss	297
101567986	5ss	308
101568761	5ss	31
101569891	3ss	308
101569975	5ss	244
101570929	3ss	31
101571068	5ss	56
101571293	3ss	244
101571359	5ss	205
101571582	3ss	56
101571612	5ss	53
101571730	3ss	53
101571833	5ss	76
101571935	3ss	76
101572707	5ss	72
101572775	3ss	205
101572901	5ss	267
101573422	3ss	72
101573527	5ss	56
101573906	3ss	56
101574052	5ss	73
101574239	3ss	73
101574302	5ss	66
101574577	3ss	66
101574746	5ss	37
10157503	5ss	1077
101575917	3ss	37
101576027	5ss	55
101576136	3ss	55
101576303	5ss	77
101576821	3ss	97
101577065	3ss	170
101577241	5ss	184
101578162	3ss	77
101578547	3ss	184
101578714	5ss	210
101578846	3ss	210
101579026	5ss	386
101580520	3ss	67
101580638	5ss	46
101581323	3ss	46
101581405	5ss	57
101582122	3ss	57
101582228	5ss	76
101584743	3ss	76
101584890	5ss	82
101587452	3ss	82
101587536	5ss	91
101590064	3ss	386
101590190	5ss	345
101590473	3ss	345
101590608	5ss	206
101591265	3ss	91
101591368	3ss	206
101591406	5ss	83
101591587	5ss	266
101591734	3ss	266
101591888	5ss	282
101591920	3ss	83
101592029	5ss	87
101594137	3ss	282
101594172	3ss	87
101594261	5ss	87
101594292	5ss	241
101595848	3ss	241
101596047	5ss	296
101598693	3ss	87
101598839	5ss	54
1015991	3ss	99
101601724	3ss	296
101601850	5ss	373
101603556	3ss	373
101603657	5ss	379
101604079	3ss	379
101604222	5ss	247
101604541	3ss	54
101604738	5ss	49
101605381	3ss	247
101605539	5ss	245
10160590	3ss	56
10160654	5ss	42
101606718	3ss	294
101606884	5ss	203
101606908	5ss	41
101607242	3ss	41
101607334	5ss	53
101609809	3ss	53
101609989	5ss	32
101610359	3ss	203
101610553	5ss	326
101611259	3ss	326
10161166	3ss	219
101611862	3ss	15
101612258	3ss	17
10161253	5ss	148
101618777	5ss	2938
101619164	3ss	2938
101619270	5ss	9819
101620620	3ss	9819
101620745	5ss	8347
101620770	5ss	37
101622421	3ss	8384
101622533	5ss	5786
101622812	3ss	5748
1016263	5ss	178
10162951	3ss	13
10163006	3ss	148
10163150	5ss	221
101635460	3ss	38
10165574	3ss	221
10165802	5ss	157
101671378	3ss	135
101671425	5ss	134
10167310	3ss	1063
10167392	5ss	916
101674105	5ss	207
101674894	3ss	207
101674974	5ss	165
101679348	3ss	165
101679414	5ss	143
101679527	3ss	143
10167953	3ss	916
101679659	5ss	216
101680099	3ss	216
101680287	5ss	162
101682738	3ss	162
101682819	5ss	87
101683915	3ss	87
101684052	5ss	130
101684511	3ss	130
101684666	5ss	153
101685520	3ss	153
101685666	5ss	170
101685748	3ss	170
101685882	5ss	205
101686946	3ss	205
101687023	5ss	146
101689258	3ss	146
101689436	5ss	161
101693460	3ss	161
101693615	5ss	159
101693751	3ss	159
101693839	5ss	119
101696226	3ss	119
101696331	5ss	158
101699693	3ss	158
101699843	5ss	180
101700477	3ss	180
101700539	5ss	166
1017013	3ss	323
101701963	3ss	166
101702121	5ss	178
101703541	3ss	178
101703617	5ss	210
101705497	3ss	210
101705576	5ss	248
101705814	3ss	248
101706054	5ss	180
101711256	3ss	180
101711441	5ss	139
101713323	3ss	139
101713413	5ss	161
101713619	3ss	134
101713697	5ss	125
101714630	3ss	161
101714715	5ss	188
101715282	3ss	188
101715407	5ss	181
1017200	5ss	233
101720859	3ss	181
101721025	5ss	162
101723019	3ss	162
101723227	5ss	194
101727079	3ss	194
101727222	5ss	161
101728203	3ss	161
101728282	5ss	224
101731829	3ss	224
101732055	5ss	177
101732591	3ss	177
101732735	5ss	185
101734301	3ss	185
101734388	5ss	226
101736224	3ss	226
101736367	5ss	183
101736565	3ss	183
101736615	5ss	148
101736719	3ss	148
101736871	5ss	143
101738373	3ss	143
101738528	5ss	174
101739332	3ss	174
101739472	5ss	170
101740229	3ss	170
101740366	5ss	182
101740644	3ss	125
101740781	5ss	152
1017429	3ss	178
101745833	3ss	182
101745972	5ss	175
101746825	3ss	175
101746907	5ss	178
101747616	3ss	152
101747739	5ss	153
101748610	3ss	178
101748896	5ss	176
101750332	3ss	176
101750471	5ss	200
101750704	3ss	200
101750860	5ss	140
1017509	5ss	231
101754978	3ss	153
101755054	5ss	139
101755740	3ss	140
101755838	5ss	112
101757354	3ss	112
101757521	5ss	140
101758487	3ss	139
101758553	5ss	137
101759237	3ss	140
101759403	5ss	205
101760336	3ss	205
101760477	5ss	142
1017605	3ss	231
101761638	3ss	142
101761754	5ss	160
101763499	3ss	160
101763669	5ss	143
1017641	3ss	233
101764210	3ss	143
101764341	5ss	205
101764836	3ss	205
101764946	5ss	153
101766662	3ss	153
101766741	5ss	209
101767179	3ss	209
101767248	5ss	229
101767363	3ss	229
101767545	5ss	146
101768586	3ss	146
101768717	5ss	102
101769402	3ss	102
101769534	5ss	167
101773149	3ss	167
101773336	5ss	195
101774918	3ss	195
101774989	5ss	176
10177517	3ss	157
10177658	5ss	183
101776819	3ss	176
101777091	5ss	141
101777321	3ss	141
101777447	5ss	148
101779361	3ss	148
101779506	5ss	190
101779746	3ss	190
1017889	5ss	263
10179571	3ss	183
10179671	5ss	184
101801840	3ss	137
101801888	5ss	159
1018099	3ss	263
101813726	3ss	159
101813830	5ss	163
10182020	3ss	184
10182119	5ss	15
10182134	5ss	221
101821749	3ss	144
101821755	3ss	19
101821937	5ss	125
101833093	3ss	125
101833151	5ss	101
101837122	3ss	101
101837170	5ss	123
10183871	5ss	308
101838787	3ss	123
101838883	5ss	116
101839914	3ss	10
101840585	5ss	15
101842082	3ss	15
101842147	5ss	13
101843351	3ss	13
101843452	5ss	20
101844640	3ss	20
1018452	5ss	228
101845484	5ss	23
10184705	5ss	36
101847671	3ss	23
101847836	5ss	14
101848394	3ss	14
101848450	5ss	13
101854775	5ss	11
101855848	3ss	11
101855960	5ss	14
101856392	3ss	14
101856437	5ss	35
101856808	3ss	35
101860581	5ss	10
10186546	5ss	36
10186852	3ss	221
1018693	3ss	228
10186935	5ss	172
101869940	5ss	531
101870647	3ss	13
101874253	3ss	531
101874417	5ss	1058
101877520	5ss	10
10187777	3ss	36
101879001	3ss	1047
101879153	5ss	1446
101881307	3ss	1447
101881322	3ss	10
101881509	5ss	1385
10188198	3ss	330
101882600	3ss	10
101883139	3ss	1385
10188320	5ss	423
101883341	5ss	958
101885502	3ss	958
101885598	5ss	911
101885678	3ss	911
10188701	3ss	15
10188722	5ss	14
10188917	5ss	12
101891382	5ss	46
101894328	3ss	10
10189450	3ss	172
101894791	3ss	46
101895021	5ss	61
10189506	5ss	185
101900141	3ss	61
101900371	5ss	46
101904818	3ss	46
101904985	5ss	41
10190558	3ss	185
10190674	5ss	145
101907014	3ss	41
101907170	5ss	90
10190773	3ss	145
10190871	5ss	137
101908767	3ss	90
101908891	5ss	67
101909936	3ss	67
101910066	5ss	56
101911462	3ss	56
10191471	3ss	437
101916637	3ss	106
101916764	5ss	134
101917515	3ss	134
101917581	5ss	163
101918518	3ss	163
101918630	5ss	146
101921220	3ss	146
101921336	5ss	126
101923329	3ss	126
101923412	5ss	114
10192354	3ss	14
101924096	3ss	114
101924152	5ss	132
10192427	3ss	137
101925132	3ss	132
101925212	5ss	147
10192540	5ss	169
101926004	3ss	147
101926068	5ss	151
101926313	3ss	151
101950105	5ss	11
10195046	3ss	169
101952097	3ss	11
10195244	5ss	243
10197124	5ss	24
10197125	3ss	243
10197263	5ss	208
10197605	3ss	24
10197728	5ss	45
10197927	3ss	45
10197976	5ss	45
101981900	5ss	256
101984648	5ss	969
101984828	3ss	969
101984875	3ss	256
101984925	5ss	1075
101985125	5ss	235
101990181	3ss	1075
101990282	5ss	879
101992619	3ss	879
10200333	3ss	45
10200371	5ss	43
102004858	5ss	22
10200574	3ss	43
102006421	3ss	22
102006523	5ss	53
10200723	5ss	46
10201534	3ss	12
102016270	3ss	53
102016396	5ss	39
102016659	3ss	39
102016769	5ss	35
10201926	3ss	46
10202029	5ss	16
102020932	3ss	11
10202152	3ss	16
10202306	5ss	61
10202746	3ss	61
102033187	3ss	235
102033302	5ss	193
102036424	3ss	24
102036984	5ss	73
102038067	3ss	73
102038145	5ss	81
102039995	3ss	81
102040095	5ss	55
102045045	3ss	55
102045130	5ss	44
102047881	3ss	44
102047945	5ss	47
10204998	3ss	208
10205097	5ss	180
102056749	3ss	152
102056862	5ss	156
102056868	5ss	64
102065461	3ss	47
10206732	5ss	76
10207021	3ss	180
10207148	5ss	166
102074108	5ss	14
102076624	3ss	261
102076672	3ss	14
102076780	5ss	41
102076805	5ss	194
102076817	5ss	26
102079391	3ss	41
102079628	5ss	15
102080248	3ss	77
102080295	5ss	81
102081097	5ss	13
102081897	3ss	13
102086960	3ss	15
102091052	5ss	10
102091912	5ss	393
10209242	3ss	166
10209340	5ss	116
102094353	3ss	224
102094483	5ss	260
102098200	3ss	260
102098312	5ss	237
102100433	3ss	237
102105607	5ss	105
102106264	3ss	105
102106498	5ss	169
102106601	3ss	169
102106717	5ss	158
102107288	5ss	3525
102107786	3ss	158
102107821	3ss	3525
102107868	3ss	393
102107926	5ss	180
102108015	5ss	410
102108103	5ss	2422
102108166	3ss	180
102108270	5ss	171
102108282	3ss	410
102108423	5ss	456
102108509	3ss	171
102108634	5ss	122
102108710	3ss	122
102108824	5ss	94
102109001	3ss	94
102109101	5ss	72
102109302	3ss	72
102109509	5ss	115
102110021	3ss	115
102110093	5ss	114
102110189	3ss	114
102110329	5ss	95
102110506	3ss	456
102110590	5ss	268
102112123	3ss	2422
102112253	5ss	3024
102112665	3ss	95
102112756	5ss	98
102112901	3ss	98
102113056	5ss	84
102113139	3ss	84
102113251	5ss	139
102113356	3ss	139
10211384	3ss	116
102113901	3ss	268
102114032	5ss	374
102114184	3ss	3024
102114389	5ss	3428
10211619	5ss	236
102116289	3ss	3416
102116521	5ss	4464
102116946	3ss	374
102117104	5ss	429
102117500	3ss	429
102117625	5ss	313
102120072	3ss	313
102120182	5ss	315
102120491	3ss	4476
102122679	3ss	315
102133769	5ss	49
102140973	3ss	49
102141205	5ss	45
102147794	3ss	45
10217088	5ss	61
10217177	3ss	61
10217347	5ss	114
10218181	3ss	114
10218282	5ss	167
10218414	3ss	236
10218480	3ss	167
10218530	5ss	184
10218540	5ss	192
10218640	3ss	184
10218810	5ss	242
10219522	3ss	76
10219704	5ss	65
102201527	3ss	10
102201988	5ss	58
102202977	3ss	58
10220307	3ss	242
102203097	5ss	70
10220383	5ss	237
10220589	3ss	237
10220696	5ss	179
10220799	3ss	179
10220922	5ss	179
10221000	3ss	179
10221078	5ss	190
10221161	3ss	190
10221200	3ss	192
10221290	5ss	228
10221344	5ss	203
10221373	3ss	228
10221467	5ss	14
10221542	5ss	276
10221621	3ss	290
102218107	5ss	75
102219329	3ss	75
102221480	5ss	96
102221575	3ss	96
102221674	5ss	80
102228257	5ss	13
102229242	3ss	13
102229307	5ss	37
102231491	3ss	17
102233627	3ss	80
102233705	5ss	124
102234399	3ss	124
102234447	5ss	138
102237060	3ss	70
102237117	5ss	67
102239037	3ss	138
102239279	5ss	144
102248227	3ss	144
102248481	5ss	70
102248588	3ss	70
102248629	5ss	79
102248721	3ss	79
102249638	3ss	67
102249725	5ss	85
102252355	3ss	20
102252520	5ss	15
102260661	3ss	85
102260746	5ss	93
102262289	3ss	93
102262372	5ss	75
102271698	5ss	243
102276373	5ss	181
10228194	3ss	203
102282541	3ss	75
102282589	5ss	79
10228328	5ss	232
102283878	3ss	12
102283999	5ss	23
102284082	3ss	79
102284149	5ss	60
102285241	3ss	60
102285321	5ss	65
102285606	3ss	65
102285682	5ss	80
102286421	3ss	80
102286524	5ss	84
102291641	3ss	254
102291708	5ss	310
102295069	3ss	310
102295211	5ss	387
102295579	3ss	84
102295763	5ss	79
102295892	5ss	65
102296168	3ss	65
102296418	5ss	82
102296862	3ss	79
102296933	5ss	98
102300391	3ss	82
102300539	5ss	54
102301964	3ss	359
102302141	5ss	447
102304708	3ss	54
102304853	5ss	75
102305700	3ss	75
102305806	5ss	84
102306275	3ss	84
102306338	5ss	91
102306897	3ss	91
102307007	5ss	81
102307850	3ss	81
102307952	3ss	447
102308010	5ss	421
102309820	3ss	50
102310140	5ss	43
10231196	3ss	232
10231387	5ss	195
102313887	3ss	433
102313979	5ss	433
102314599	5ss	187
102314935	3ss	187
102314994	3ss	449
102315000	5ss	252
102323023	3ss	196
102323222	5ss	225
102325976	3ss	91
102326105	5ss	108
102338737	3ss	108
102338853	5ss	65
102340858	3ss	65
102340930	5ss	92
102342505	3ss	92
102342715	5ss	102
102343161	3ss	102
102343361	5ss	67
102345455	3ss	67
102345570	5ss	92
102348498	3ss	225
102348608	5ss	178
102349594	3ss	178
102349686	5ss	186
102349769	3ss	186
102349899	5ss	107
102353038	3ss	92
102353137	5ss	118
102355494	3ss	118
102355547	5ss	110
102356574	3ss	107
102356633	5ss	119
102359337	3ss	119
102359445	5ss	182
102360835	3ss	74
102360844	3ss	182
102360897	5ss	223
102361038	5ss	47
102363886	3ss	36
102363889	3ss	47
102363942	5ss	95
102364591	3ss	95
102368056	3ss	223
102368226	5ss	210
102372739	3ss	210
102372866	5ss	191
102375926	3ss	191
102376027	5ss	240
102378738	3ss	240
102378810	5ss	91
102384168	3ss	44
102384284	5ss	21
10238702	3ss	195
10238876	5ss	254
102391478	3ss	68
102392248	5ss	18
10239474	3ss	254
10239620	5ss	253
102398301	3ss	18
102398393	5ss	21
10239953	3ss	253
102401720	3ss	21
102407182	3ss	252
102407238	5ss	275
10242053	3ss	65
10242199	5ss	126
102427916	5ss	10
102431284	5ss	125
102440390	3ss	275
102440515	5ss	367
102441781	3ss	367
102441891	5ss	434
102442049	3ss	125
102442136	5ss	146
102445656	3ss	146
102445829	5ss	245
102445966	3ss	434
102446056	3ss	245
102446056	5ss	395
102446311	5ss	234
102446701	3ss	234
102446887	5ss	241
102448183	3ss	395
102448313	5ss	271
102448737	3ss	10
102449356	3ss	241
102449627	5ss	177
102449719	3ss	177
102449946	5ss	222
102450871	3ss	271
102450925	5ss	323
102452024	3ss	222
102452362	3ss	323
102452440	5ss	235
102453100	5ss	218
102453790	3ss	218
102453969	5ss	270
102455040	3ss	270
102455189	5ss	292
102456192	5ss	93
102456281	3ss	235
102456456	5ss	324
102457864	3ss	292
102458010	5ss	299
102459071	3ss	324
102459143	5ss	380
102460521	3ss	299
102460563	3ss	380
102460661	5ss	205
102460773	5ss	347
102461010	3ss	205
102461186	5ss	270
102461323	3ss	270
102461433	5ss	317
102461518	3ss	317
102461637	5ss	243
102463372	3ss	243
102463611	5ss	254
102465010	3ss	93
102465407	5ss	150
102466326	3ss	254
102466481	5ss	230
102466623	3ss	230
102466736	5ss	230
102467291	3ss	230
102467401	5ss	226
102467482	3ss	226
102467691	5ss	265
102467872	3ss	265
102468018	5ss	256
102468874	3ss	256
102469040	5ss	203
102469129	3ss	203
102469157	3ss	150
102469302	5ss	182
102469352	5ss	137
102470166	5ss	24
102470610	3ss	24
102470692	5ss	29
102470855	3ss	182
102471020	5ss	204
102471077	3ss	29
102471099	3ss	204
102471287	5ss	243
102471379	3ss	243
102471573	5ss	292
102472225	3ss	292
102472436	3ss	137
102472439	3ss	347
102472507	5ss	239
102472526	5ss	146
102472600	5ss	223
102473345	3ss	239
102473445	5ss	146
102474088	3ss	146
102474173	5ss	190
102474515	3ss	146
102474674	5ss	260
102475458	3ss	223
102475544	5ss	205
102476105	3ss	117
102476180	3ss	260
102476198	3ss	88
102476326	5ss	221
102476423	5ss	200
102476613	3ss	200
102476796	5ss	223
102477077	3ss	223
102477287	3ss	41
102477289	5ss	290
102477448	5ss	52
102478212	3ss	290
102478450	5ss	244
102478651	3ss	244
102478807	5ss	242
102480513	5ss	33
102481392	3ss	265
102481442	3ss	242
102481498	5ss	254
102481669	5ss	210
102482193	3ss	210
102482231	3ss	190
102482385	5ss	177
102482423	5ss	180
102482686	3ss	180
102482826	5ss	204
102482890	3ss	197
102482893	3ss	57
102483041	5ss	297
102483103	3ss	204
102483336	5ss	211
102483425	3ss	211
102483631	5ss	199
102483635	3ss	177
102483674	3ss	297
102483720	3ss	199
102483736	5ss	159
102483771	5ss	292
102483780	5ss	53
102483841	5ss	266
102484499	5ss	15
102484788	3ss	266
102484856	3ss	159
102484953	5ss	292
102485017	5ss	189
102486084	3ss	360
102486230	3ss	292
102486259	5ss	248
102486393	5ss	273
102486757	3ss	248
102486877	5ss	328
102486957	3ss	189
102487078	5ss	197
102487956	3ss	110
102488147	5ss	172
102488352	3ss	197
102488453	5ss	205
102489088	3ss	273
102489217	5ss	306
102489552	3ss	205
102489638	5ss	191
102490109	3ss	390
102490226	5ss	268
102490374	3ss	191
102490449	5ss	166
102490538	3ss	166
102490544	3ss	268
102490647	5ss	82
102490714	5ss	376
102491613	3ss	82
102491698	5ss	129
102492911	3ss	306
102493044	5ss	272
102493465	3ss	376
102493511	3ss	272
102493608	5ss	272
102493625	5ss	316
102493720	3ss	316
102493881	5ss	228
102493892	3ss	129
102493956	3ss	228
102494017	5ss	175
102494156	3ss	139
102494159	3ss	36
102494170	5ss	258
102494274	3ss	258
102494277	5ss	150
102494478	5ss	265
102494850	3ss	150
102495032	5ss	137
102495876	3ss	265
102496049	5ss	294
102496156	3ss	294
102496275	5ss	331
102496499	3ss	331
102496619	5ss	204
102498609	3ss	204
102498804	5ss	206
102499013	3ss	272
102499147	5ss	225
102499402	3ss	206
102499519	5ss	263
102499606	3ss	263
102499821	5ss	288
102500313	3ss	288
102500525	5ss	315
102500662	3ss	315
102500789	5ss	298
102501649	3ss	225
102501749	5ss	246
102502826	3ss	298
102502883	3ss	137
102502979	5ss	260
102503024	5ss	209
102503550	3ss	246
102503699	5ss	427
102503723	5ss	68
102503776	3ss	209
102503999	5ss	172
102504240	3ss	495
102504399	5ss	434
102504797	3ss	260
102504943	5ss	264
102505035	3ss	264
102505185	5ss	228
102505258	3ss	434
102505338	3ss	228
102505397	5ss	404
10250557	5ss	1478
102505591	5ss	277
102505749	3ss	277
102505883	5ss	204
102505975	3ss	204
102506069	5ss	248
102506573	3ss	248
102506747	5ss	274
102506935	3ss	274
102507010	5ss	242
102507628	3ss	404
102507911	3ss	242
102508071	5ss	292
102508350	3ss	292
102508461	5ss	300
102508565	3ss	300
102508625	5ss	219
102508721	3ss	219
102508844	5ss	202
102508859	3ss	172
102508972	3ss	202
102508986	5ss	156
102509085	5ss	303
102509562	3ss	156
102509676	5ss	203
102510212	3ss	303
102510382	5ss	225
102510611	3ss	225
102510828	5ss	264
102510932	3ss	264
102511035	5ss	252
10251273	3ss	126
102512897	5ss	24
102513104	3ss	24
102513250	5ss	32
102513368	3ss	203
102513423	3ss	32
102513475	5ss	197
102513565	3ss	197
102513681	5ss	207
10251376	5ss	132
102514064	5ss	51
102514154	3ss	252
102514365	5ss	209
102514853	3ss	209
102515006	5ss	178
102515368	5ss	58
102515722	3ss	207
102515777	3ss	178
102515889	5ss	186
102515919	5ss	217
102516051	3ss	217
102516127	3ss	58
102516195	5ss	59
102516219	5ss	361
102516336	3ss	59
102516408	3ss	361
102516535	5ss	271
102516772	3ss	271
102517664	3ss	51
102517819	5ss	69
102518935	3ss	23
102519108	5ss	12
102520373	3ss	175
102520445	5ss	152
102522021	3ss	74
102522140	5ss	101
102523015	3ss	72
102523077	5ss	64
102526543	3ss	171
102526683	5ss	227
102530601	3ss	227
102530726	5ss	189
102537223	3ss	189
102542008	3ss	69
102542241	5ss	74
10254257	3ss	1478
10254317	5ss	1612
102547647	3ss	74
102547754	5ss	74
10254786	3ss	1612
102548605	3ss	15
10254891	3ss	132
10254950	5ss	2338
10255085	5ss	119
10255168	3ss	119
10255232	5ss	143
102558216	3ss	59
102558386	5ss	75
102559507	3ss	75
102559661	5ss	52
10256067	3ss	2338
10256265	5ss	2131
102569261	3ss	52
102569444	5ss	56
102572370	3ss	56
102572548	5ss	69
102576327	3ss	69
102576405	5ss	44
10258223	3ss	2131
