pUC57_pos	ss	pUC57_reads
101379362	5ss	208
10138010	3ss	317
101381448	5ss	11
10138156	5ss	261
101383633	3ss	208
101383683	5ss	111
101387262	3ss	111
101387397	5ss	162
10139093	3ss	26
10139157	5ss	25
10140404	3ss	261
10140499	5ss	268
10140721	3ss	25
101413812	3ss	11
101419345	5ss	75
101419619	3ss	75
101419721	5ss	76
101421203	3ss	76
101421385	5ss	93
101427384	3ss	162
101427474	5ss	104
10142872	3ss	268
101431325	3ss	104
101431474	5ss	131
101436876	5ss	13
101437413	5ss	17
101439018	3ss	93
101439223	5ss	107
101439482	3ss	107
101439632	5ss	75
101440366	3ss	131
101440458	5ss	20
101440775	3ss	20
101442119	3ss	17
101442179	5ss	21
101443563	5ss	19
101445438	3ss	19
101445549	3ss	75
101445580	5ss	33
101445652	5ss	151
101446227	3ss	33
101446385	5ss	43
101447680	3ss	43
101447781	5ss	45
101448451	3ss	151
101448507	5ss	159
101450684	3ss	45
101450797	5ss	23
101451142	3ss	159
101451275	5ss	83
101451332	3ss	23
101451498	5ss	39
101455713	3ss	83
101455879	5ss	75
101458291	3ss	75
101458615	5ss	77
101459373	5ss	86
101460730	3ss	77
101460815	5ss	107
101462269	3ss	107
101462430	5ss	110
101464209	3ss	110
101472971	3ss	21
101473053	5ss	12
101474274	3ss	39
101474438	5ss	46
101475907	3ss	46
101476040	5ss	33
101476478	3ss	33
101477267	5ss	22
101477456	3ss	12
101481329	3ss	22
101481404	5ss	14
101483691	3ss	14
101491723	5ss	10
101492166	5ss	87
101493356	3ss	10
101493498	5ss	12
101496003	3ss	87
101496074	5ss	178
101499467	3ss	178
101499526	5ss	158
101501134	5ss	32
101501504	3ss	32
101501624	5ss	11
101502910	3ss	158
101503119	5ss	116
101503794	3ss	116
101503829	5ss	138
101504182	3ss	12
101504246	3ss	11
101504533	5ss	35
101507014	3ss	138
101507147	5ss	82
101510126	3ss	82
101510153	5ss	63
101514286	3ss	63
101514391	5ss	65
101515382	3ss	65
101520079	3ss	35
101520833	5ss	30
101521195	3ss	13
101521248	5ss	28
101525897	3ss	30
101525970	5ss	36
101535639	3ss	36
101535845	5ss	30
101538386	5ss	10
101540248	3ss	30
101540951	3ss	10
101541272	5ss	14
101541608	3ss	28
101541756	5ss	77
101542634	5ss	278
101542919	3ss	14
101543064	5ss	26
101544365	3ss	278
101544538	5ss	284
101546169	5ss	10
101549017	3ss	36
101549372	3ss	77
101549463	5ss	101
101551322	3ss	17
101551991	3ss	284
101552116	5ss	324
101553308	3ss	324
101553442	5ss	387
101553649	3ss	387
101553756	5ss	204
101554170	3ss	204
101554215	3ss	84
101554225	5ss	226
101554304	5ss	117
10155519	3ss	259
10155654	5ss	201
101556610	5ss	50
101556854	3ss	276
101557088	5ss	164
101558964	3ss	164
101559127	5ss	269
101559395	3ss	86
101559505	5ss	126
101560143	3ss	269
101560320	5ss	124
101563776	3ss	124
101564030	5ss	239
101564697	3ss	117
101564817	5ss	71
101565139	3ss	239
101565204	5ss	322
101565829	3ss	71
101565942	5ss	62
101567141	3ss	322
101567278	5ss	300
101567840	3ss	300
101567986	5ss	210
101568761	5ss	25
101569891	3ss	210
101569975	5ss	164
101570929	3ss	25
101571068	5ss	63
101571293	3ss	164
101571359	5ss	186
101571582	3ss	63
101571612	5ss	85
101571730	3ss	85
101571833	5ss	139
101571935	3ss	139
101572707	5ss	57
101572775	3ss	186
101572901	5ss	251
101573422	3ss	57
101573527	5ss	58
101573906	3ss	58
101574052	5ss	59
101574239	3ss	59
101574302	5ss	39
101574577	3ss	39
101574746	5ss	32
10157503	5ss	995
101575917	3ss	32
101576027	5ss	47
101576136	3ss	47
101576303	5ss	63
101576821	3ss	80
101576953	5ss	10
101577065	3ss	181
101577241	5ss	287
101578162	3ss	63
101578547	3ss	287
101578714	5ss	162
101578846	3ss	162
101579026	5ss	281
101580520	3ss	62
101580638	5ss	40
101581323	3ss	40
101581405	5ss	48
101582122	3ss	48
101582228	5ss	60
101584743	3ss	60
101584890	5ss	71
101587452	3ss	71
101587536	5ss	77
101590064	3ss	281
101590190	5ss	317
101590473	3ss	317
101590608	5ss	185
101591265	3ss	77
101591368	3ss	185
101591406	5ss	106
101591587	5ss	262
101591734	3ss	262
101591888	5ss	310
101591920	3ss	106
101592029	5ss	107
101594137	3ss	310
101594172	3ss	107
101594261	5ss	59
101594292	5ss	226
101595848	3ss	226
101596047	5ss	201
101598693	3ss	59
101598839	5ss	31
1015991	3ss	66
101601724	3ss	201
101601850	5ss	314
101603556	3ss	314
101603657	5ss	360
101604079	3ss	360
101604222	5ss	219
101604541	3ss	31
101604738	5ss	46
101605381	3ss	219
101605539	5ss	231
10160590	3ss	47
10160654	5ss	33
101606718	3ss	277
101606884	5ss	167
101606908	5ss	54
101607242	3ss	54
101607334	5ss	58
101609809	3ss	58
101609989	5ss	27
101610359	3ss	167
101610553	5ss	317
101611259	3ss	317
10161166	3ss	201
101611862	3ss	16
101612258	3ss	11
10161253	5ss	98
101618777	5ss	2337
101619016	5ss	12
101619164	3ss	2349
101619270	5ss	7165
101620620	3ss	7165
101620745	5ss	6837
101620770	5ss	19
101622421	3ss	6856
101622533	5ss	3580
101622812	3ss	3540
1016263	5ss	146
10163006	3ss	98
10163150	5ss	243
101635460	3ss	40
10165574	3ss	243
10165802	5ss	110
101671378	3ss	126
101671425	5ss	129
10167310	3ss	981
10167392	5ss	824
101674105	5ss	253
101674894	3ss	253
101674974	5ss	120
101679348	3ss	120
101679414	5ss	101
101679527	3ss	101
10167953	3ss	824
101679659	5ss	199
101680099	3ss	199
101680287	5ss	152
101682738	3ss	152
101682819	5ss	61
101683915	3ss	61
101684052	5ss	139
101684511	3ss	139
101684666	5ss	104
101685520	3ss	104
101685666	5ss	166
101685748	3ss	166
101685882	5ss	123
101686946	3ss	123
101687023	5ss	114
101689258	3ss	114
101689436	5ss	255
101693460	3ss	255
101693615	5ss	149
101693751	3ss	149
101693839	5ss	91
101696226	3ss	91
101696331	5ss	167
101699693	3ss	167
101699843	5ss	140
101700477	3ss	140
101700539	5ss	151
1017013	3ss	310
101701963	3ss	151
101702121	5ss	171
101703541	3ss	171
101703617	5ss	182
101705497	3ss	182
101705576	5ss	218
101705814	3ss	218
101706054	5ss	212
101711256	3ss	212
101711441	5ss	215
101713323	3ss	215
101713413	5ss	142
101713619	3ss	129
101713697	5ss	139
101714630	3ss	142
101714715	5ss	243
101715282	3ss	243
101715407	5ss	241
1017200	5ss	221
101720859	3ss	241
101721025	5ss	171
101723019	3ss	171
101723227	5ss	128
101727079	3ss	128
101727222	5ss	142
101728203	3ss	142
101728282	5ss	207
101731829	3ss	207
101732055	5ss	243
101732591	3ss	243
101732735	5ss	162
101734301	3ss	162
101734388	5ss	232
101736224	3ss	232
101736367	5ss	175
101736565	3ss	175
101736615	5ss	187
101736719	3ss	187
101736871	5ss	152
101738373	3ss	152
101738528	5ss	175
101739332	3ss	175
101739472	5ss	178
101740229	3ss	178
101740366	5ss	184
101740644	3ss	139
101740781	5ss	249
1017429	3ss	146
101745833	3ss	184
101745972	5ss	159
101746825	3ss	159
101746907	5ss	294
101747616	3ss	249
101747739	5ss	217
101748610	3ss	294
101748896	5ss	159
101750332	3ss	159
101750471	5ss	327
101750704	3ss	327
101750860	5ss	113
1017509	5ss	170
101754978	3ss	217
101755054	5ss	224
101755740	3ss	113
101755838	5ss	84
101757354	3ss	84
101757521	5ss	189
101758487	3ss	224
101758553	5ss	168
101759237	3ss	189
101759403	5ss	413
101760336	3ss	413
101760477	5ss	89
1017605	3ss	170
101761638	3ss	89
101761754	5ss	128
101763499	3ss	128
101763669	5ss	146
1017641	3ss	221
101764210	3ss	146
101764341	5ss	158
101764836	3ss	158
101764946	5ss	157
101766662	3ss	157
101766741	5ss	179
101767179	3ss	179
101767248	5ss	152
101767363	3ss	152
101767545	5ss	109
101768586	3ss	109
101768717	5ss	136
101769402	3ss	136
101769534	5ss	233
101773149	3ss	233
101773336	5ss	148
101774918	3ss	148
101774989	5ss	173
10177517	3ss	110
10177658	5ss	176
101776819	3ss	173
101777091	5ss	138
101777321	3ss	138
101777447	5ss	186
101779361	3ss	186
101779506	5ss	204
101779746	3ss	204
1017889	5ss	207
10179571	3ss	176
10179671	5ss	197
101801840	3ss	168
101801888	5ss	143
10180693	5ss	10
1018099	3ss	207
101813726	3ss	143
101813830	5ss	135
10181721	3ss	10
10182020	3ss	197
10182119	5ss	14
10182134	5ss	332
101821749	3ss	111
101821755	3ss	24
101821937	5ss	148
101833093	3ss	148
101833151	5ss	106
101837122	3ss	106
101837170	5ss	101
10183871	5ss	290
101838787	3ss	101
101838883	5ss	97
101839914	3ss	10
101840585	5ss	11
101842082	3ss	11
101842147	5ss	15
101843351	3ss	15
101843452	5ss	16
101844640	3ss	16
1018452	5ss	193
101845484	5ss	10
10184705	5ss	34
101847671	3ss	10
101847836	5ss	13
101848394	3ss	13
101854775	5ss	29
101855848	3ss	29
101855960	5ss	16
101856392	3ss	16
101856437	5ss	39
101856808	3ss	39
101860581	5ss	19
10186546	5ss	33
10186852	3ss	332
1018693	3ss	193
10186935	5ss	104
101869940	5ss	637
101870949	5ss	10
101874253	3ss	627
101874417	5ss	1385
101877332	3ss	10
101877520	5ss	12
10187777	3ss	33
101879001	3ss	1383
101879153	5ss	1897
101881307	3ss	1909
101881509	5ss	2002
10188198	3ss	324
101882600	3ss	12
101883139	3ss	2002
10188320	5ss	379
101883341	5ss	586
101885502	3ss	586
101885598	5ss	810
101885678	3ss	810
10188701	3ss	14
10188722	5ss	20
101891382	5ss	61
101894328	3ss	19
10189450	3ss	104
101894791	3ss	61
101895021	5ss	72
10189506	5ss	127
101900141	3ss	72
101900371	5ss	34
101904818	3ss	34
101904985	5ss	38
10190558	3ss	127
10190674	5ss	98
101907014	3ss	38
101907170	5ss	65
10190773	3ss	98
10190871	5ss	96
101908767	3ss	65
101908891	5ss	71
101909936	3ss	71
101910066	5ss	65
101911462	3ss	65
10191471	3ss	379
101916637	3ss	87
101916764	5ss	88
101917515	3ss	88
101917581	5ss	127
101918518	3ss	127
101918630	5ss	114
101921220	3ss	114
101921336	5ss	126
101923329	3ss	126
101923412	5ss	94
10192354	3ss	20
101924096	3ss	94
101924152	5ss	127
10192427	3ss	96
101925132	3ss	127
101925212	5ss	165
10192540	5ss	139
101926004	3ss	165
101926068	5ss	173
101926313	3ss	173
10195046	3ss	139
10195244	5ss	279
101957862	5ss	13
101960798	3ss	13
10197124	5ss	37
10197125	3ss	279
10197263	5ss	167
10197605	3ss	37
10197728	5ss	68
10197927	3ss	68
10197976	5ss	45
101981900	5ss	160
101984648	5ss	729
101984828	3ss	729
101984875	3ss	160
101984925	5ss	810
101985125	5ss	345
101990181	3ss	810
101990282	5ss	1079
101992619	3ss	1079
10200333	3ss	45
10200371	5ss	41
102004858	5ss	29
10200574	3ss	41
102006421	3ss	29
102006523	5ss	70
10200723	5ss	45
102016270	3ss	70
102016396	5ss	48
102016659	3ss	48
102016769	5ss	70
10201926	3ss	45
10202029	5ss	13
102020932	3ss	32
10202152	3ss	13
10202306	5ss	55
10202746	3ss	55
102033187	3ss	345
102033302	5ss	184
102036424	3ss	38
102036984	5ss	101
102038067	3ss	101
102038145	5ss	77
102039995	3ss	77
102040095	5ss	70
102045045	3ss	70
102045130	5ss	40
102047881	3ss	40
102047945	5ss	65
10204998	3ss	167
10205097	5ss	206
102056749	3ss	160
102056862	5ss	132
102056868	5ss	38
102065461	3ss	65
10206732	5ss	65
10207021	3ss	206
10207148	5ss	191
102074108	5ss	12
102076624	3ss	194
102076672	3ss	12
102076780	5ss	33
102076805	5ss	174
102076817	5ss	18
102079391	3ss	33
102079628	5ss	28
102080248	3ss	71
102080295	5ss	112
102081097	5ss	25
102081897	3ss	25
102086960	3ss	28
102091912	5ss	293
10209242	3ss	191
10209340	5ss	131
102094353	3ss	233
102094483	5ss	261
102098200	3ss	261
102098312	5ss	184
102100433	3ss	184
102100948	5ss	14
102105607	5ss	74
102106264	3ss	74
102106498	5ss	156
102106601	3ss	156
102106717	5ss	152
102107288	5ss	4782
102107786	3ss	140
102107821	3ss	4782
102107868	3ss	293
102107926	5ss	208
102108015	5ss	345
102108103	5ss	1752
102108166	3ss	220
102108270	5ss	146
102108282	3ss	345
102108423	5ss	372
102108509	3ss	146
102108634	5ss	142
102108710	3ss	142
102108824	5ss	81
102109001	3ss	81
102109101	5ss	55
102109302	3ss	55
102109509	5ss	205
102110021	3ss	205
102110093	5ss	151
102110189	3ss	151
102110329	5ss	93
102110506	3ss	372
102110590	5ss	222
102112123	3ss	1752
102112253	5ss	3157
102112665	3ss	93
102112756	5ss	135
102112901	3ss	135
102113056	5ss	78
102113139	3ss	78
102113251	5ss	117
102113356	3ss	117
10211384	3ss	131
102113901	3ss	222
102114032	5ss	428
102114184	3ss	3157
102114389	5ss	3059
10211619	5ss	296
102116289	3ss	3043
102116521	5ss	4988
102116946	3ss	428
102117104	5ss	588
102117500	3ss	588
102117625	5ss	327
102119970	3ss	14
102120072	3ss	327
102120182	5ss	207
102120491	3ss	5004
102122679	3ss	207
102133769	5ss	44
102140740	3ss	11
102140866	5ss	13
102140973	3ss	46
102141205	5ss	59
102147791	3ss	12
102147794	3ss	47
102155760	5ss	12
102155951	3ss	12
102156061	5ss	31
102156559	3ss	31
102156699	5ss	13
102160589	3ss	13
10217088	5ss	34
10217177	3ss	34
10217347	5ss	125
10218181	3ss	125
10218282	5ss	210
10218414	3ss	296
10218480	3ss	210
10218530	5ss	286
10218540	5ss	206
10218640	3ss	286
10218810	5ss	252
10219522	3ss	65
10219704	5ss	68
102201988	5ss	84
102202977	3ss	84
10220307	3ss	252
102203097	5ss	103
10220383	5ss	165
10220589	3ss	165
10220696	5ss	187
10220799	3ss	187
10220922	5ss	193
10221000	3ss	193
10221078	5ss	207
10221161	3ss	207
10221200	3ss	206
10221290	5ss	310
10221344	5ss	246
10221373	3ss	310
10221467	5ss	13
10221542	5ss	309
10221621	3ss	322
102218107	5ss	142
102219329	3ss	142
102221480	5ss	77
102221575	3ss	77
102221674	5ss	58
102228257	5ss	21
102229242	3ss	21
102229307	5ss	47
102231491	3ss	19
102233627	3ss	58
102233705	5ss	81
102234399	3ss	81
102234447	5ss	87
102237060	3ss	103
102237117	5ss	106
102239037	3ss	87
102239279	5ss	130
102248227	3ss	130
102248481	5ss	90
102248588	3ss	90
102248629	5ss	105
102248721	3ss	105
102249638	3ss	106
102249725	5ss	103
102252355	3ss	28
102252520	5ss	10
102260661	3ss	103
102260746	5ss	95
102262289	3ss	95
102262372	5ss	63
102271698	5ss	161
102276373	5ss	147
10228194	3ss	246
102282541	3ss	63
102282589	5ss	62
10228328	5ss	153
102283878	3ss	10
102283999	5ss	13
102284082	3ss	62
102284149	5ss	54
102285241	3ss	54
102285321	5ss	78
102285606	3ss	78
102285682	5ss	96
102286421	3ss	96
102286524	5ss	124
102291641	3ss	164
102291708	5ss	238
102295069	3ss	238
102295211	5ss	288
102295579	3ss	124
102295763	5ss	89
102295892	5ss	71
102296168	3ss	71
102296418	5ss	73
102296862	3ss	89
102296933	5ss	92
102300391	3ss	73
102300539	5ss	73
102301964	3ss	274
102302141	5ss	234
102304708	3ss	73
102304853	5ss	74
102305700	3ss	74
102305806	5ss	116
102306275	3ss	116
102306338	5ss	69
102306897	3ss	69
102307007	5ss	64
102307850	3ss	64
102307952	3ss	234
102308010	5ss	306
102309820	3ss	46
102310140	5ss	47
10231196	3ss	153
10231387	5ss	229
102313887	3ss	303
102313979	5ss	590
102314599	5ss	247
102314935	3ss	247
102314994	3ss	607
102315000	5ss	350
102323023	3ss	157
102323222	5ss	261
102325976	3ss	93
102326105	5ss	118
102338737	3ss	118
102338853	5ss	106
102340858	3ss	106
102340930	5ss	129
102342505	3ss	129
102342715	5ss	99
102343161	3ss	99
102343361	5ss	67
102345455	3ss	67
102345570	5ss	76
102348498	3ss	261
102348608	5ss	155
102349594	3ss	155
102349686	5ss	188
102349769	3ss	188
102349899	5ss	178
102353038	3ss	76
102353137	5ss	125
102355494	3ss	125
102355547	5ss	127
102356574	3ss	178
102356633	5ss	155
102359337	3ss	155
102359445	5ss	333
102360835	3ss	66
102360844	3ss	333
102360897	5ss	377
102361038	5ss	45
102363886	3ss	42
102363889	3ss	64
102363942	5ss	116
102364591	3ss	116
102368056	3ss	377
102368226	5ss	272
102372739	3ss	272
102372866	5ss	194
102375926	3ss	194
102376027	5ss	313
102378738	3ss	313
102378810	5ss	101
102384168	3ss	52
102384284	5ss	31
10238702	3ss	229
10238876	5ss	335
102389864	5ss	16
102390105	5ss	12
102391478	3ss	80
102392139	3ss	28
102392248	5ss	30
10239474	3ss	335
10239620	5ss	270
102398301	3ss	30
102398393	5ss	25
10239953	3ss	270
102401720	3ss	25
102407182	3ss	350
102407238	5ss	320
102412897	5ss	11
102417700	3ss	11
10242053	3ss	68
10242199	5ss	147
102427916	5ss	13
102431284	5ss	147
102440390	3ss	320
102440515	5ss	457
102441781	3ss	457
102441891	5ss	568
102442049	3ss	147
102442136	5ss	167
102445656	3ss	167
102445829	5ss	248
102445966	3ss	568
102446056	3ss	248
102446056	5ss	400
102446311	5ss	203
102446701	3ss	203
102446887	5ss	196
102448183	3ss	400
102448313	5ss	223
102448737	3ss	13
102449356	3ss	196
102449627	5ss	233
102449719	3ss	233
102449946	5ss	184
102450871	3ss	223
102450925	5ss	288
102452024	3ss	184
102452362	3ss	288
102452440	5ss	255
102453100	5ss	168
102453790	3ss	168
102453969	5ss	200
102455040	3ss	200
102455189	5ss	187
102456192	5ss	80
102456281	3ss	255
102456456	5ss	524
102457864	3ss	187
102458010	5ss	196
102459071	3ss	524
102459143	5ss	346
102460521	3ss	196
102460563	3ss	346
102460661	5ss	158
102460773	5ss	641
102461010	3ss	158
102461186	5ss	218
102461323	3ss	218
102461433	5ss	296
102461518	3ss	296
102461637	5ss	195
102463372	3ss	195
102463611	5ss	383
102465010	3ss	80
102465407	5ss	126
102466326	3ss	383
102466481	5ss	173
102466623	3ss	173
102466736	5ss	192
102467291	3ss	192
102467401	5ss	199
102467482	3ss	199
102467691	5ss	213
102467872	3ss	213
102468018	5ss	173
102468874	3ss	173
102469040	5ss	146
102469129	3ss	146
102469157	3ss	126
102469302	5ss	108
102469352	5ss	126
102470166	5ss	26
102470610	3ss	26
102470692	5ss	16
102470855	3ss	108
102471020	5ss	262
102471077	3ss	16
102471099	3ss	262
102471287	5ss	201
102471379	3ss	201
102471573	5ss	256
102472225	3ss	256
102472436	3ss	126
102472439	3ss	641
102472507	5ss	163
102472526	5ss	187
102472600	5ss	281
102473345	3ss	163
102473445	5ss	153
102474088	3ss	187
102474173	5ss	174
102474515	3ss	153
102474674	5ss	277
102475458	3ss	281
102475544	5ss	257
102476105	3ss	152
102476180	3ss	277
102476198	3ss	105
102476326	5ss	204
102476423	5ss	259
102476613	3ss	259
102476796	5ss	179
102477077	3ss	179
102477287	3ss	25
102477289	5ss	231
102477448	5ss	36
102478212	3ss	231
102478450	5ss	171
102478651	3ss	171
102478807	5ss	214
102480283	3ss	26
102480513	5ss	40
102481392	3ss	229
102481442	3ss	214
102481498	5ss	211
102481669	5ss	188
102482193	3ss	188
102482231	3ss	174
102482385	5ss	200
102482423	5ss	171
102482686	3ss	171
102482826	5ss	206
102482890	3ss	162
102482893	3ss	49
102483041	5ss	252
102483103	3ss	206
102483336	5ss	125
102483425	3ss	125
102483631	5ss	222
102483635	3ss	200
102483674	3ss	252
102483720	3ss	222
102483736	5ss	139
102483771	5ss	318
102483780	5ss	89
102483841	5ss	326
102484788	3ss	326
102484856	3ss	139
102484953	5ss	282
102485017	5ss	147
102486084	3ss	407
102486230	3ss	282
102486259	5ss	392
102486393	5ss	187
102486757	3ss	392
102486877	5ss	506
102486957	3ss	147
102487078	5ss	180
102487956	3ss	115
102488147	5ss	232
102488352	3ss	180
102488453	5ss	192
102489088	3ss	187
102489217	5ss	191
102489552	3ss	192
102489638	5ss	255
102490109	3ss	623
102490226	5ss	241
102490374	3ss	255
102490449	5ss	148
102490538	3ss	148
102490544	3ss	241
102490647	5ss	85
102490714	5ss	467
102491613	3ss	85
102491698	5ss	138
102492911	3ss	191
102493044	5ss	219
102493465	3ss	467
102493511	3ss	219
102493608	5ss	532
102493625	5ss	311
102493720	3ss	311
102493881	5ss	218
102493892	3ss	138
102493956	3ss	218
102494017	5ss	193
102494156	3ss	179
102494159	3ss	14
102494170	5ss	177
102494274	3ss	177
102494277	5ss	97
102494478	5ss	325
102494850	3ss	97
102495032	5ss	115
102495876	3ss	325
102496049	5ss	342
102496156	3ss	342
102496275	5ss	362
102496499	3ss	362
102496619	5ss	173
102498609	3ss	173
102498804	5ss	211
102499013	3ss	532
102499147	5ss	290
102499402	3ss	211
102499519	5ss	306
102499606	3ss	306
102499821	5ss	341
102500313	3ss	341
102500525	5ss	284
102500662	3ss	284
102500789	5ss	490
102501649	3ss	290
102501749	5ss	185
102502826	3ss	490
102502883	3ss	115
102502979	5ss	300
102503024	5ss	186
102503550	3ss	185
102503699	5ss	385
102503723	5ss	55
102503776	3ss	186
102503999	5ss	117
102504240	3ss	440
102504399	5ss	448
102504797	3ss	300
102504943	5ss	246
102505035	3ss	246
102505185	5ss	328
102505258	3ss	448
102505338	3ss	328
102505397	5ss	331
10250557	5ss	2046
102505591	5ss	337
102505749	3ss	337
102505883	5ss	169
102505975	3ss	169
102506069	5ss	201
102506573	3ss	201
102506747	5ss	260
102506935	3ss	260
102507010	5ss	229
102507628	3ss	331
102507911	3ss	229
102508071	5ss	371
102508350	3ss	371
102508461	5ss	283
102508565	3ss	283
102508625	5ss	171
102508721	3ss	171
102508844	5ss	161
102508859	3ss	117
102508972	3ss	161
102508986	5ss	127
102509085	5ss	265
102509562	3ss	127
102509676	5ss	187
102510212	3ss	265
102510382	5ss	247
102510611	3ss	247
102510828	5ss	297
102510932	3ss	297
102511035	5ss	320
10251273	3ss	147
102512897	5ss	15
102513104	3ss	15
102513250	5ss	14
102513368	3ss	187
102513423	3ss	14
102513475	5ss	238
102513565	3ss	238
102513681	5ss	197
10251376	5ss	162
102514064	5ss	60
102514154	3ss	320
102514305	5ss	10
102514365	5ss	174
102514398	3ss	10
102514853	3ss	174
102515006	5ss	129
102515368	5ss	53
102515722	3ss	197
102515777	3ss	129
102515889	5ss	230
102515919	5ss	227
102516051	3ss	227
102516127	3ss	53
102516195	5ss	74
102516219	5ss	483
102516336	3ss	74
102516408	3ss	483
102516535	5ss	318
102516772	3ss	318
102517664	3ss	60
102517819	5ss	96
102518935	3ss	35
102519108	5ss	25
102520373	3ss	220
102520445	5ss	210
102522021	3ss	106
102522140	5ss	136
102523015	3ss	95
102523077	5ss	79
102526543	3ss	224
102526683	5ss	376
102530601	3ss	376
102530726	5ss	171
102537223	3ss	171
102542008	3ss	96
102542241	5ss	85
10254257	3ss	2046
10254317	5ss	2602
102547647	3ss	85
102547754	5ss	85
10254786	3ss	2602
102548605	3ss	28
10254891	3ss	162
10254950	5ss	2571
10255085	5ss	153
10255168	3ss	153
10255232	5ss	191
102558216	3ss	57
102558386	5ss	154
102559507	3ss	154
102559661	5ss	112
10256067	3ss	2571
10256265	5ss	2645
102569261	3ss	112
102569444	5ss	52
102572370	3ss	52
102572548	5ss	81
102576327	3ss	81
102576405	5ss	57
10258223	3ss	2645
10258415	5ss	2210
10258498	3ss	2210
10258618	3ss	191
10258647	5ss	1709
10258732	5ss	126
102589090	3ss	33
102589225	5ss	23
102589729	3ss	47
102591	5ss	10
102594597	5ss	21
102601609	3ss	21
102601698	5ss	41
102606509	5ss	11
