A2_pos	ss	A2_reads
101445652	5ss	128
101446227	3ss	15
101446385	5ss	11
101447680	3ss	11
101447781	5ss	29
101448451	3ss	128
101448507	5ss	146
101450684	3ss	29
101450797	5ss	25
101451142	3ss	146
101451275	5ss	114
101451332	3ss	25
101451498	5ss	20
101455713	3ss	114
101455879	5ss	75
101458291	3ss	75
101458615	5ss	70
101459373	5ss	74
101460730	3ss	70
101460815	5ss	63
101462269	3ss	63
101462430	5ss	90
101464209	3ss	90
101472971	3ss	21
101473053	5ss	12
101474274	3ss	20
101474438	5ss	40
101475907	3ss	40
101476040	5ss	20
101476478	3ss	20
101477456	3ss	12
101477596	5ss	10
101480438	3ss	10
101491723	5ss	11
101492166	5ss	80
101492317	5ss	11
101493356	3ss	11
101496003	3ss	91
101496074	5ss	143
101499467	3ss	143
101499526	5ss	142
101501134	5ss	45
101501504	3ss	45
101501624	5ss	23
101502910	3ss	142
101503119	5ss	56
101503794	3ss	56
101503829	5ss	74
101504246	3ss	23
101504533	5ss	36
101507014	3ss	74
101507147	5ss	66
101510126	3ss	66
101510153	5ss	51
101514286	3ss	51
101514391	5ss	43
101515382	3ss	43
101520079	3ss	36
101520833	5ss	18
101521195	3ss	12
101521248	5ss	24
101525897	3ss	18
101525970	5ss	21
101535639	3ss	21
101535845	5ss	13
101540248	3ss	13
101541272	5ss	18
101541608	3ss	24
101541756	5ss	83
101542634	5ss	192
101542919	3ss	18
101543064	5ss	22
101544365	3ss	192
101544538	5ss	186
101546169	5ss	12
101549017	3ss	34
101549130	5ss	24
101549372	3ss	83
101549463	5ss	131
101551322	3ss	18
101551991	3ss	186
101552116	5ss	251
101552408	3ss	24
101553308	3ss	251
101553442	5ss	293
101553649	3ss	293
101553756	5ss	125
101554170	3ss	125
101554215	3ss	113
101554225	5ss	198
101554304	5ss	110
10155519	3ss	192
10155654	5ss	225
101556610	5ss	63
101556854	3ss	261
101557088	5ss	205
101558964	3ss	205
101559127	5ss	238
101559395	3ss	74
101559505	5ss	119
101560143	3ss	238
101560320	5ss	118
101563776	3ss	118
101564030	5ss	161
101564697	3ss	110
101564817	5ss	67
101565139	3ss	161
101565204	5ss	254
101565829	3ss	67
101565942	5ss	61
101567141	3ss	254
101567278	5ss	222
101567840	3ss	222
101567986	5ss	196
101568761	5ss	16
101569891	3ss	196
101569975	5ss	148
101570929	3ss	16
101571068	5ss	87
101571293	3ss	148
101571359	5ss	187
101571582	3ss	87
101571612	5ss	103
101571730	3ss	103
101571833	5ss	130
101571935	3ss	130
101572707	5ss	36
101572775	3ss	187
101572901	5ss	231
101573422	3ss	36
101573527	5ss	41
101573906	3ss	41
101574052	5ss	60
101574239	3ss	60
101574302	5ss	44
101574577	3ss	44
101574746	5ss	30
10157503	5ss	784
101575917	3ss	30
101576027	5ss	47
101576136	3ss	47
101576303	5ss	55
101576821	3ss	72
101577065	3ss	159
101577241	5ss	232
101578162	3ss	55
101578547	3ss	232
101578714	5ss	142
101578846	3ss	142
101579026	5ss	315
101580520	3ss	61
101580638	5ss	17
101581323	3ss	17
101581405	5ss	41
101582122	3ss	41
101582228	5ss	39
101584743	3ss	39
101584890	5ss	65
101587452	3ss	65
101587536	5ss	92
101590064	3ss	315
101590190	5ss	340
101590473	3ss	340
101590608	5ss	115
101591265	3ss	92
101591368	3ss	115
101591406	5ss	78
101591587	5ss	239
101591734	3ss	239
101591888	5ss	241
101591920	3ss	78
101592029	5ss	63
101594137	3ss	241
101594172	3ss	63
101594261	5ss	31
101594292	5ss	149
101595848	3ss	149
101596047	5ss	164
101598693	3ss	31
101598839	5ss	36
1015991	3ss	88
101601724	3ss	164
101601850	5ss	255
101603556	3ss	255
101603657	5ss	321
101604079	3ss	321
101604222	5ss	210
101604541	3ss	36
101604738	5ss	42
101605381	3ss	210
101605539	5ss	207
10160590	3ss	36
10160654	5ss	28
101606718	3ss	249
101606884	5ss	168
101606908	5ss	42
101607242	3ss	42
101607334	5ss	74
101609809	3ss	74
101609989	5ss	31
101610359	3ss	168
101610553	5ss	302
101611259	3ss	302
10161166	3ss	225
101611862	3ss	19
101612258	3ss	12
10161253	5ss	101
101618777	5ss	1499
101619164	3ss	1499
101619270	5ss	4977
101620620	3ss	4977
101620745	5ss	4756
101620770	5ss	15
101622421	3ss	4771
101622533	5ss	1638
101622812	3ss	1617
1016263	5ss	156
10163006	3ss	101
10163150	5ss	189
101635460	3ss	21
10165574	3ss	189
10165802	5ss	113
101671378	3ss	119
101671425	5ss	128
10167310	3ss	776
10167392	5ss	665
101674105	5ss	229
101674894	3ss	229
101674974	5ss	100
101679348	3ss	100
101679414	5ss	91
101679527	3ss	91
10167953	3ss	665
101679659	5ss	148
101680099	3ss	148
101680287	5ss	139
101682738	3ss	139
101682819	5ss	46
101683915	3ss	46
101684052	5ss	117
101684511	3ss	117
101684666	5ss	108
101685520	3ss	108
101685666	5ss	129
101685748	3ss	129
101685882	5ss	85
101686946	3ss	85
101687023	5ss	85
101689258	3ss	85
101689436	5ss	259
101693460	3ss	259
101693615	5ss	98
101693751	3ss	98
101693839	5ss	65
101696226	3ss	65
101696331	5ss	131
101699693	3ss	131
101699843	5ss	139
101700477	3ss	139
101700539	5ss	144
1017013	3ss	321
101701963	3ss	144
101702121	5ss	154
101703541	3ss	154
101703617	5ss	126
101705497	3ss	126
101705576	5ss	185
101705814	3ss	185
101706054	5ss	172
101711256	3ss	172
101711441	5ss	173
101713323	3ss	173
101713413	5ss	123
101713619	3ss	128
101713697	5ss	124
101714630	3ss	123
101714715	5ss	202
101715282	3ss	202
101715407	5ss	201
1017200	5ss	275
101720859	3ss	201
101721025	5ss	149
101723019	3ss	149
101723227	5ss	123
101727079	3ss	123
101727222	5ss	139
101728203	3ss	139
101728282	5ss	196
101731829	3ss	196
101732055	5ss	166
101732591	3ss	166
101732735	5ss	160
101734301	3ss	160
101734388	5ss	220
101736224	3ss	220
101736367	5ss	134
101736565	3ss	134
101736615	5ss	120
101736719	3ss	120
101736871	5ss	109
101738373	3ss	109
101738528	5ss	134
101739332	3ss	134
101739472	5ss	118
101740229	3ss	118
101740366	5ss	164
101740644	3ss	124
101740781	5ss	266
1017429	3ss	156
101745833	3ss	164
101745972	5ss	184
101746825	3ss	184
101746907	5ss	268
101747616	3ss	266
101747739	5ss	183
101748610	3ss	268
101748896	5ss	142
101750332	3ss	142
101750471	5ss	337
101750704	3ss	337
101750860	5ss	83
1017509	5ss	220
101754978	3ss	183
101755054	5ss	216
101755740	3ss	83
101755838	5ss	70
101757354	3ss	70
101757521	5ss	240
101758487	3ss	216
101758553	5ss	183
101759237	3ss	240
101759403	5ss	426
101760336	3ss	426
101760477	5ss	65
1017605	3ss	220
101761638	3ss	65
101761754	5ss	102
101763499	3ss	102
101763669	5ss	115
1017641	3ss	275
101764210	3ss	115
101764341	5ss	122
101764836	3ss	122
101764946	5ss	103
101766662	3ss	103
101766741	5ss	137
101767179	3ss	137
101767248	5ss	132
101767363	3ss	132
101767545	5ss	98
101768586	3ss	98
101768717	5ss	108
101769402	3ss	108
101769534	5ss	177
101773149	3ss	177
101773336	5ss	91
101774918	3ss	91
101774989	5ss	137
10177517	3ss	113
10177658	5ss	190
101776819	3ss	137
101777091	5ss	117
101777321	3ss	117
101777447	5ss	145
101779361	3ss	145
101779506	5ss	173
101779746	3ss	173
1017889	5ss	216
10179571	3ss	190
10179671	5ss	174
101801840	3ss	183
101801888	5ss	172
1018099	3ss	216
101813726	3ss	172
101813830	5ss	127
10182020	3ss	174
10182119	5ss	10
10182134	5ss	263
101821749	3ss	103
101821755	3ss	24
101821937	5ss	98
101833093	3ss	98
101833151	5ss	75
101837122	3ss	75
101837170	5ss	86
10183871	5ss	288
101838787	3ss	86
10183885	5ss	10
101838883	5ss	86
101840585	5ss	13
101842082	3ss	13
101842147	5ss	17
101843351	3ss	17
101843452	5ss	20
101844640	3ss	20
1018452	5ss	222
101845484	5ss	14
10184705	5ss	24
101847671	3ss	14
101847836	5ss	11
101848394	3ss	11
101854775	5ss	20
101855848	3ss	20
101855960	5ss	15
101856392	3ss	15
101856437	5ss	44
101856808	3ss	44
101860581	5ss	18
10186277	3ss	10
10186546	5ss	10
10186852	3ss	263
1018693	3ss	222
10186935	5ss	61
101869940	5ss	691
101870949	5ss	14
101874253	3ss	681
101874417	5ss	1318
101877332	3ss	14
101877520	5ss	10
10187777	3ss	10
101879001	3ss	1328
101879153	5ss	1824
101881307	3ss	1824
101881509	5ss	1690
10188198	3ss	312
101882600	3ss	10
101883139	3ss	1690
10188320	5ss	285
101883341	5ss	473
101885502	3ss	473
101885598	5ss	621
101885678	3ss	621
10188701	3ss	10
10188722	5ss	17
10188917	5ss	11
101891382	5ss	50
101894328	3ss	18
10189450	3ss	61
101894791	3ss	50
101895021	5ss	68
10189506	5ss	72
101900141	3ss	68
101900371	5ss	31
101904818	3ss	31
101904985	5ss	36
10190558	3ss	72
10190674	5ss	80
101907014	3ss	36
101907170	5ss	61
10190773	3ss	80
10190871	5ss	69
101908767	3ss	61
101908891	5ss	64
101909936	3ss	64
101910066	5ss	52
101911462	3ss	52
10191471	3ss	285
101916637	3ss	86
101916764	5ss	84
101917515	3ss	84
101917581	5ss	115
101918518	3ss	115
101918630	5ss	124
101921220	3ss	124
101921336	5ss	95
101923329	3ss	95
101923412	5ss	75
10192354	3ss	17
101924096	3ss	75
101924152	5ss	112
10192427	3ss	69
101925132	3ss	112
101925212	5ss	144
10192540	5ss	112
101926004	3ss	144
101926068	5ss	174
101926313	3ss	174
10195046	3ss	112
10195244	5ss	227
10197124	5ss	40
10197125	3ss	227
10197263	5ss	120
10197605	3ss	40
10197728	5ss	53
10197927	3ss	53
10197976	5ss	22
101981900	5ss	180
101984648	5ss	446
101984828	3ss	446
101984875	3ss	180
101984925	5ss	534
101985125	5ss	319
101990181	3ss	534
101990282	5ss	870
101992619	3ss	870
10200333	3ss	22
10200371	5ss	30
102004858	5ss	17
10200574	3ss	30
102006421	3ss	17
102006523	5ss	53
10200723	5ss	48
10201534	3ss	11
102016270	3ss	53
102016396	5ss	42
102016659	3ss	42
102016769	5ss	39
10201926	3ss	48
10202029	5ss	21
10202152	3ss	21
10202306	5ss	74
10202746	3ss	74
102033187	3ss	319
102033302	5ss	192
102036424	3ss	39
102036984	5ss	93
102038067	3ss	93
102038145	5ss	53
102039995	3ss	53
102040095	5ss	55
102045045	3ss	55
102045130	5ss	59
102047881	3ss	59
102047945	5ss	74
10204998	3ss	120
10205097	5ss	225
102056749	3ss	149
102056862	5ss	150
102056868	5ss	38
102065461	3ss	74
10206732	5ss	74
10207021	3ss	225
10207148	5ss	155
102072010	5ss	10
102074108	5ss	14
102076624	3ss	231
102076672	3ss	14
102076780	5ss	32
102076805	5ss	170
102076817	5ss	31
102079391	3ss	32
102079628	5ss	32
102080248	3ss	66
102080295	5ss	98
102080921	3ss	10
102081097	5ss	20
102081897	3ss	20
102086960	3ss	32
102091912	5ss	179
10209242	3ss	155
10209340	5ss	118
102094353	3ss	233
102094483	5ss	242
102098200	3ss	242
102098312	5ss	147
102100433	3ss	147
102105607	5ss	82
102106264	3ss	82
102106498	5ss	118
102106601	3ss	118
102106717	5ss	92
102107288	5ss	5171
102107786	3ss	92
102107821	3ss	5171
102107868	3ss	179
102107926	5ss	241
102108015	5ss	225
102108103	5ss	1287
102108166	3ss	241
102108270	5ss	172
102108282	3ss	225
102108423	5ss	289
102108509	3ss	172
102108634	5ss	148
102108710	3ss	148
102108824	5ss	81
102109001	3ss	81
102109101	5ss	47
102109302	3ss	47
102109509	5ss	171
102110021	3ss	171
102110093	5ss	141
102110189	3ss	141
102110329	5ss	111
102110506	3ss	289
102110590	5ss	176
102112123	3ss	1287
102112253	5ss	2837
102112665	3ss	111
102112756	5ss	142
102112901	3ss	142
102113056	5ss	62
102113139	3ss	62
102113251	5ss	91
102113356	3ss	91
10211384	3ss	118
102113901	3ss	176
102114032	5ss	301
102114184	3ss	2837
102114389	5ss	2781
10211619	5ss	252
102116289	3ss	2768
102116521	5ss	4502
102116946	3ss	301
102117104	5ss	458
102117500	3ss	458
102117625	5ss	221
102120072	3ss	221
102120182	5ss	108
102120491	3ss	4515
102122679	3ss	108
102133769	5ss	44
102140740	3ss	15
102140973	3ss	29
102141205	5ss	41
102147794	3ss	41
102155760	5ss	11
102155951	3ss	11
102156061	5ss	18
102156559	3ss	18
102156699	5ss	11
102160589	3ss	11
10217088	5ss	31
10217177	3ss	31
10217347	5ss	105
10218181	3ss	105
10218282	5ss	232
10218414	3ss	252
10218480	3ss	232
10218530	5ss	289
10218540	5ss	155
10218640	3ss	289
10218810	5ss	291
10219522	3ss	74
10219704	5ss	95
102201988	5ss	82
102202977	3ss	82
10220307	3ss	291
102203097	5ss	81
10220383	5ss	139
10220589	3ss	139
10220696	5ss	123
10220799	3ss	123
10220922	5ss	165
10221000	3ss	165
10221078	5ss	200
10221161	3ss	200
10221200	3ss	155
10221290	5ss	301
10221344	5ss	263
10221373	3ss	301
10221467	5ss	17
10221542	5ss	320
10221621	3ss	337
102218107	5ss	135
102219329	3ss	135
102221480	5ss	54
102221575	3ss	54
102221674	5ss	71
102228257	5ss	11
102229242	3ss	11
102229307	5ss	38
102231491	3ss	20
102233627	3ss	71
102233705	5ss	83
102234399	3ss	83
102234447	5ss	69
102237060	3ss	81
102237117	5ss	89
102239037	3ss	69
102239279	5ss	134
102248227	3ss	134
102248481	5ss	72
102248588	3ss	72
102248629	5ss	98
102248721	3ss	98
102249638	3ss	89
102249725	5ss	86
102252355	3ss	18
102252520	5ss	11
102260661	3ss	86
102260746	5ss	59
102262289	3ss	59
102262372	5ss	26
102271698	5ss	116
102276373	5ss	101
10228194	3ss	263
102282541	3ss	26
102282589	5ss	24
10228328	5ss	164
102283999	5ss	10
102284082	3ss	24
102284149	5ss	27
102285241	3ss	27
102285321	5ss	72
102285606	3ss	72
102285682	5ss	95
102286421	3ss	95
102286524	5ss	110
102291641	3ss	126
102291708	5ss	171
102295069	3ss	171
102295211	5ss	214
102295579	3ss	110
102295763	5ss	61
102295892	5ss	55
102296168	3ss	55
102296418	5ss	85
102296862	3ss	61
102296933	5ss	54
102300391	3ss	85
102300539	5ss	52
102301964	3ss	189
102302141	5ss	204
102304708	3ss	52
102304853	5ss	85
102305700	3ss	85
102305806	5ss	125
102306275	3ss	125
102306338	5ss	64
102306897	3ss	64
102307007	5ss	66
102307850	3ss	66
102307952	3ss	204
102308010	5ss	244
102309820	3ss	37
102310140	5ss	39
10231196	3ss	164
10231387	5ss	233
102313887	3ss	257
102313979	5ss	462
102314599	5ss	251
102314935	3ss	251
102314994	3ss	474
102315000	5ss	341
102323023	3ss	112
102323222	5ss	296
102325976	3ss	56
102326105	5ss	106
102338737	3ss	106
102338853	5ss	112
102340858	3ss	112
102340930	5ss	115
102342505	3ss	115
102342715	5ss	62
102343161	3ss	62
102343361	5ss	34
102345455	3ss	34
102345570	5ss	71
102348498	3ss	296
102348608	5ss	122
102349594	3ss	122
102349686	5ss	141
102349769	3ss	141
102349899	5ss	136
102353038	3ss	71
102353137	5ss	116
102355494	3ss	116
102355547	5ss	108
102356574	3ss	136
102356633	5ss	137
102359337	3ss	137
102359445	5ss	358
102360835	3ss	71
102360844	3ss	358
102360897	5ss	415
102361038	5ss	46
102363886	3ss	22
102363889	3ss	61
102363942	5ss	101
102364591	3ss	101
102368056	3ss	415
102368226	5ss	319
102372739	3ss	319
102372866	5ss	192
102375926	3ss	192
102376027	5ss	298
102378738	3ss	298
102378810	5ss	83
102384168	3ss	39
102384284	5ss	34
10238702	3ss	233
10238876	5ss	345
102390105	5ss	10
102391478	3ss	78
102392139	3ss	10
102392248	5ss	22
10239474	3ss	345
10239620	5ss	259
102398301	3ss	22
102398393	5ss	18
10239953	3ss	259
102401720	3ss	18
102407182	3ss	341
102407238	5ss	317
10242053	3ss	95
10242199	5ss	174
102427916	5ss	12
102431284	5ss	143
102440390	3ss	317
102440515	5ss	522
102441781	3ss	522
102441891	5ss	565
102442049	3ss	143
102442136	5ss	118
102445656	3ss	118
102445829	5ss	225
102445966	3ss	565
102446056	3ss	225
102446056	5ss	371
102446311	5ss	147
102446701	3ss	147
102446887	5ss	164
102448183	3ss	371
102448313	5ss	202
102448737	3ss	12
102449356	3ss	164
102449627	5ss	213
102449719	3ss	213
102449946	5ss	155
102450871	3ss	202
102450925	5ss	261
102452024	3ss	155
102452362	3ss	261
102452440	5ss	199
102453100	5ss	118
102453790	3ss	118
102453969	5ss	175
102455040	3ss	175
102455189	5ss	156
102456192	5ss	62
102456281	3ss	199
102456456	5ss	427
102457864	3ss	156
102458010	5ss	162
102459071	3ss	427
102459143	5ss	323
102460521	3ss	162
102460563	3ss	323
102460661	5ss	112
102460773	5ss	526
102461010	3ss	112
102461186	5ss	233
102461323	3ss	233
102461433	5ss	296
102461518	3ss	296
102461637	5ss	156
102463372	3ss	156
102463611	5ss	381
102465010	3ss	62
102465407	5ss	123
102466326	3ss	381
102466481	5ss	174
102466623	3ss	174
102466736	5ss	194
102467291	3ss	194
102467401	5ss	176
102467482	3ss	176
102467691	5ss	163
102467872	3ss	163
102468018	5ss	133
102468874	3ss	133
102469040	5ss	147
102469129	3ss	147
102469157	3ss	123
102469302	5ss	104
102469352	5ss	98
102470166	5ss	30
102470610	3ss	30
102470692	5ss	24
102470855	3ss	104
102471020	5ss	208
102471077	3ss	24
102471099	3ss	208
102471287	5ss	195
102471379	3ss	195
102471573	5ss	278
102472225	3ss	278
102472436	3ss	98
102472439	3ss	526
102472507	5ss	118
102472526	5ss	143
102472600	5ss	273
102473345	3ss	118
102473445	5ss	175
102474088	3ss	143
102474173	5ss	136
102474515	3ss	175
102474674	5ss	289
102475458	3ss	263
102475544	5ss	253
102476105	3ss	156
102476180	3ss	289
102476198	3ss	107
102476326	5ss	209
102476423	5ss	266
102476613	3ss	266
102476796	5ss	192
102477077	3ss	192
102477287	3ss	41
102477289	5ss	247
102477448	5ss	36
102478212	3ss	247
102478450	5ss	201
102478651	3ss	201
102478807	5ss	147
102480283	3ss	23
102480513	5ss	40
102481392	3ss	221
102481442	3ss	147
102481498	5ss	191
102481669	5ss	248
102482193	3ss	248
102482231	3ss	136
102482385	5ss	192
102482423	5ss	165
102482686	3ss	165
102482826	5ss	165
102482890	3ss	160
102482893	3ss	31
102483041	5ss	271
102483103	3ss	165
102483336	5ss	123
102483425	3ss	123
102483631	5ss	193
102483635	3ss	192
102483674	3ss	271
102483720	3ss	193
102483736	5ss	111
102483771	5ss	318
102483780	5ss	100
102483841	5ss	359
102484499	5ss	10
102484788	3ss	359
102484856	3ss	111
102484953	5ss	254
102485017	5ss	136
102486084	3ss	428
102486230	3ss	254
102486259	5ss	433
102486393	5ss	181
102486757	3ss	433
102486877	5ss	569
102486957	3ss	136
102487078	5ss	143
102487956	3ss	165
102488147	5ss	272
102488352	3ss	143
102488453	5ss	192
102489088	3ss	181
102489217	5ss	199
102489552	3ss	192
102489638	5ss	256
102490109	3ss	676
102490226	5ss	205
102490374	3ss	256
102490449	5ss	152
102490538	3ss	152
102490544	3ss	205
102490647	5ss	71
102490714	5ss	427
102491613	3ss	71
102491698	5ss	164
102492911	3ss	199
102493044	5ss	212
102493465	3ss	427
102493511	3ss	212
102493608	5ss	474
102493625	5ss	283
102493720	3ss	283
102493881	5ss	179
102493892	3ss	164
102493956	3ss	179
102494017	5ss	165
102494156	3ss	140
102494159	3ss	25
102494170	5ss	181
102494274	3ss	181
102494277	5ss	102
102494478	5ss	317
102494850	3ss	102
102495032	5ss	93
102495876	3ss	317
102496049	5ss	315
102496156	3ss	315
102496275	5ss	380
102496499	3ss	380
102496619	5ss	144
102498609	3ss	144
102498804	5ss	169
102499013	3ss	474
102499147	5ss	256
102499402	3ss	169
102499519	5ss	280
102499606	3ss	280
102499821	5ss	283
102500313	3ss	283
102500525	5ss	231
102500662	3ss	231
102500789	5ss	469
102501649	3ss	256
102501749	5ss	168
102502826	3ss	469
102502883	3ss	93
102502979	5ss	320
102503024	5ss	154
102503550	3ss	168
102503699	5ss	406
102503723	5ss	58
102503776	3ss	154
102503999	5ss	83
102504240	3ss	464
102504399	5ss	429
102504797	3ss	320
102504943	5ss	175
102505035	3ss	175
102505185	5ss	282
102505258	3ss	429
102505338	3ss	282
102505397	5ss	275
10250557	5ss	1812
102505591	5ss	312
102505749	3ss	312
102505883	5ss	127
102505975	3ss	127
102506069	5ss	168
102506426	5ss	13
102506573	3ss	168
102506747	5ss	204
102506935	3ss	204
102507010	5ss	213
102507628	3ss	275
102507911	3ss	213
102508071	5ss	324
102508350	3ss	324
102508461	5ss	189
102508565	3ss	189
102508625	5ss	147
102508721	3ss	147
102508844	5ss	153
102508859	3ss	83
102508972	3ss	153
102508986	5ss	77
102509085	5ss	218
102509562	3ss	77
102509676	5ss	129
102510212	3ss	218
102510382	5ss	204
102510611	3ss	204
102510828	5ss	280
102510932	3ss	280
102511035	5ss	255
10251273	3ss	174
102512786	3ss	13
102512897	5ss	21
102513104	3ss	21
102513250	5ss	29
102513368	3ss	129
102513423	3ss	29
102513475	5ss	202
102513565	3ss	202
102513681	5ss	167
10251376	5ss	167
102513930	5ss	17
102514064	5ss	28
102514108	3ss	17
102514154	3ss	255
102514305	5ss	12
102514365	5ss	157
102514398	3ss	12
102514853	3ss	157
102515006	5ss	117
102515368	5ss	56
102515722	3ss	167
102515777	3ss	117
102515889	5ss	189
102515919	5ss	229
102516051	3ss	229
102516127	3ss	56
102516195	5ss	68
102516219	5ss	508
102516336	3ss	68
102516408	3ss	508
102516535	5ss	289
102516772	3ss	289
102517664	3ss	28
102517819	5ss	65
102518935	3ss	27
102519108	5ss	15
102520373	3ss	177
102520445	5ss	195
102522021	3ss	109
102522140	5ss	136
102523015	3ss	99
102523077	5ss	73
102526543	3ss	196
102526683	5ss	354
102530601	3ss	354
102530726	5ss	142
102537223	3ss	142
102542008	3ss	65
102542241	5ss	80
10254257	3ss	1812
10254317	5ss	2286
102547647	3ss	80
102547754	5ss	78
10254786	3ss	2286
102548605	3ss	20
10254891	3ss	167
10254950	5ss	2320
10255085	5ss	168
10255168	3ss	168
10255232	5ss	200
102558216	3ss	44
102558386	5ss	120
102559507	3ss	134
102559661	5ss	84
10256067	3ss	2320
10256265	5ss	2292
102569261	3ss	84
102569444	5ss	16
102572370	3ss	16
102572548	5ss	58
102576327	3ss	58
102576405	5ss	40
10258223	3ss	2292
10258415	5ss	1988
10258498	3ss	1988
10258618	3ss	200
10258647	5ss	1333
10258732	5ss	129
102589090	3ss	20
102589225	5ss	35
102589729	3ss	55
102594597	5ss	10
102601609	3ss	10
102601698	5ss	39
102606509	5ss	17
10260904	3ss	1333
10261023	5ss	2116
102611534	5ss	352
102611598	3ss	39
102612011	3ss	278
102612089	5ss	281
102612543	3ss	355
10261364	3ss	129
10261473	5ss	238
10261672	3ss	2116
10261857	5ss	1151
10262593	3ss	1151
10262730	5ss	2015
10263024	5ss	485
10263110	3ss	485
102631541	5ss	713
10263184	5ss	484
102631956	3ss	682
102632034	5ss	851
102632391	3ss	150
102632438	3ss	732
10263246	3ss	2015
10263426	5ss	1099
10263514	3ss	484
10263657	5ss	330
10263863	3ss	330
10263979	5ss	241
10264320	3ss	238
10264515	5ss	94
10264768	3ss	1099
10264844	3ss	241
10264977	5ss	906
102659851	5ss	16
102661275	3ss	33
102661457	5ss	16
102663424	5ss	21
10267002	3ss	906
10267096	5ss	308
102671452	3ss	11
10267214	3ss	308
1026723	5ss	491
102673007	5ss	100
102673462	5ss	12
10267347	5ss	722
102674940	3ss	16
102675044	3ss	22
102675174	5ss	16
102675756	3ss	100
102675799	5ss	99
102675978	3ss	16
102676076	5ss	19
102676327	3ss	99
102677057	5ss	63
