C2_pos	ss	C2_reads
101376619	3ss	136
101376706	5ss	118
101377668	3ss	118
101377794	5ss	188
101379219	3ss	188
101379362	5ss	256
10138010	3ss	321
101381448	5ss	10
10138156	5ss	252
101383633	3ss	256
101383683	5ss	119
101387262	3ss	119
101387397	5ss	142
10139093	3ss	14
10139157	5ss	15
10140404	3ss	252
10140499	5ss	226
10140721	3ss	15
101413812	3ss	10
101419345	5ss	75
101419619	3ss	75
101419721	5ss	84
101421203	3ss	84
101421385	5ss	105
101427384	3ss	142
101427474	5ss	106
10142872	3ss	226
101431325	3ss	106
101431474	5ss	130
101436876	5ss	30
101437413	5ss	14
101439018	3ss	105
101439223	5ss	110
101439482	3ss	110
101439632	5ss	62
101440366	3ss	130
101440458	5ss	24
101440775	3ss	24
101442119	3ss	14
101442179	5ss	18
101443563	5ss	14
101445438	3ss	14
101445549	3ss	62
101445580	5ss	37
101445652	5ss	152
101446227	3ss	37
101446385	5ss	25
101447680	3ss	25
101447781	5ss	50
101448451	3ss	152
101448507	5ss	167
101450684	3ss	50
101450797	5ss	29
101451142	3ss	167
101451275	5ss	98
101451332	3ss	29
101451498	5ss	47
101455713	3ss	98
101455879	5ss	63
101458291	3ss	63
101458615	5ss	83
101459373	5ss	95
101460730	3ss	83
101460815	5ss	101
101462269	3ss	101
101462430	5ss	105
101464209	3ss	105
101472971	3ss	18
101473053	5ss	13
101474274	3ss	47
101474438	5ss	53
101475907	3ss	53
101476040	5ss	43
101476478	3ss	43
101477267	5ss	10
101477456	3ss	13
101477596	5ss	10
101480438	3ss	10
101480602	5ss	13
101481329	3ss	10
101488034	3ss	13
101488070	5ss	16
101490314	3ss	16
101492166	5ss	78
101493498	5ss	10
101496003	3ss	78
101496074	5ss	152
101499467	3ss	152
101499526	5ss	183
101501134	5ss	43
101501504	3ss	43
101502910	3ss	183
101503119	5ss	111
101503794	3ss	111
101503829	5ss	146
101504182	3ss	10
101504533	5ss	26
101505488	5ss	10
101507014	3ss	146
101507147	5ss	117
101510126	3ss	106
101510153	5ss	73
101510457	3ss	10
101514286	3ss	84
101514391	5ss	62
101515382	3ss	62
101520079	3ss	26
101520833	5ss	26
101521195	3ss	30
101521248	5ss	35
101525897	3ss	26
101525970	5ss	41
101535639	3ss	41
101535845	5ss	31
101540248	3ss	31
101541272	5ss	28
101541608	3ss	35
101541756	5ss	90
101542634	5ss	239
101542919	3ss	28
101543064	5ss	37
101544365	3ss	239
101544538	5ss	259
101546169	5ss	10
101549017	3ss	47
101549130	5ss	25
101549372	3ss	90
101549463	5ss	115
101551322	3ss	15
101551991	3ss	259
101552116	5ss	344
101552408	3ss	25
101553308	3ss	344
101553442	5ss	385
101553649	3ss	385
101553756	5ss	195
101554170	3ss	195
101554215	3ss	100
101554225	5ss	215
101554304	5ss	119
10155519	3ss	262
10155654	5ss	218
101556610	5ss	53
101556854	3ss	268
101557088	5ss	158
101558964	3ss	158
101559127	5ss	285
101559395	3ss	95
101559505	5ss	128
101560143	3ss	285
101560320	5ss	112
101563776	3ss	112
101564030	5ss	234
101564697	3ss	119
101564817	5ss	80
101565139	3ss	234
101565204	5ss	315
101565829	3ss	80
101565942	5ss	56
101567141	3ss	315
101567278	5ss	263
101567840	3ss	263
101567986	5ss	210
101568761	5ss	11
101569891	3ss	210
101569975	5ss	180
101570929	3ss	11
101571068	5ss	94
101571293	3ss	180
101571359	5ss	189
101571582	3ss	94
101571612	5ss	108
101571730	3ss	108
101571833	5ss	135
101571935	3ss	135
101572707	5ss	58
101572775	3ss	189
101572901	5ss	258
101573422	3ss	58
101573527	5ss	62
101573906	3ss	62
101574052	5ss	48
101574239	3ss	48
101574302	5ss	49
101574577	3ss	49
101574746	5ss	24
10157503	5ss	954
101575917	3ss	24
101576027	5ss	39
101576136	3ss	39
101576303	5ss	59
101576821	3ss	80
101577065	3ss	178
101577241	5ss	243
101578162	3ss	59
101578547	3ss	243
101578714	5ss	157
101578846	3ss	157
101579026	5ss	271
101580520	3ss	56
101580638	5ss	35
101581323	3ss	35
101581405	5ss	52
101582122	3ss	52
101582228	5ss	59
101584743	3ss	59
101584890	5ss	50
101587452	3ss	50
101587536	5ss	58
101590064	3ss	271
101590190	5ss	284
101590473	3ss	284
101590608	5ss	167
101591265	3ss	58
101591368	3ss	167
101591406	5ss	101
101591587	5ss	233
101591734	3ss	233
101591888	5ss	281
101591920	3ss	101
101592029	5ss	98
101594137	3ss	281
101594172	3ss	98
101594261	5ss	47
101594292	5ss	209
101595848	3ss	209
101596047	5ss	224
101598693	3ss	47
101598839	5ss	34
1015991	3ss	61
101601724	3ss	224
101601850	5ss	338
101603556	3ss	338
101603657	5ss	348
101604079	3ss	348
101604222	5ss	207
101604541	3ss	34
101604738	5ss	57
101605381	3ss	207
101605539	5ss	242
10160590	3ss	69
10160654	5ss	56
101606718	3ss	299
101606884	5ss	192
101606908	5ss	60
101607242	3ss	60
101607334	5ss	82
101609809	3ss	82
101609989	5ss	37
101610359	3ss	192
101610553	5ss	313
101611259	3ss	313
10161166	3ss	218
101611862	3ss	23
101612258	3ss	14
10161253	5ss	117
101618777	5ss	2370
101619016	5ss	15
101619164	3ss	2385
101619270	5ss	7079
101620620	3ss	7079
101620745	5ss	6437
101620770	5ss	39
101622421	3ss	6476
101622533	5ss	3327
101622812	3ss	3287
1016263	5ss	137
10163006	3ss	117
10163150	5ss	234
101635460	3ss	40
10165574	3ss	234
10165802	5ss	117
101671378	3ss	128
101671425	5ss	122
10167310	3ss	941
10167392	5ss	857
101674105	5ss	224
101674894	3ss	224
101674974	5ss	120
101679348	3ss	120
101679414	5ss	123
101679527	3ss	123
10167953	3ss	857
101679659	5ss	215
101680099	3ss	215
101680287	5ss	164
101682738	3ss	164
101682819	5ss	65
101683915	3ss	65
101684052	5ss	127
101684511	3ss	127
101684666	5ss	115
101685520	3ss	115
101685666	5ss	155
101685748	3ss	155
101685882	5ss	128
101686946	3ss	128
101687023	5ss	119
101689258	3ss	119
101689436	5ss	257
101693460	3ss	257
101693615	5ss	116
101693751	3ss	116
101693839	5ss	65
101696226	3ss	65
101696331	5ss	148
101699693	3ss	148
101699843	5ss	172
101700477	3ss	172
101700539	5ss	176
1017013	3ss	311
101701963	3ss	176
101702121	5ss	167
101703541	3ss	167
101703617	5ss	137
101705497	3ss	137
101705576	5ss	177
101705814	3ss	177
101706054	5ss	206
101711256	3ss	206
101711441	5ss	171
101713323	3ss	171
101713413	5ss	111
101713619	3ss	122
101713697	5ss	127
101714630	3ss	111
101714715	5ss	219
101715282	3ss	219
101715407	5ss	224
1017200	5ss	210
101720859	3ss	224
101721025	5ss	168
101723019	3ss	168
101723227	5ss	109
101727079	3ss	109
101727222	5ss	133
101728203	3ss	133
101728282	5ss	204
101731829	3ss	204
101732055	5ss	201
101732591	3ss	201
101732735	5ss	179
101734301	3ss	179
101734388	5ss	242
101736224	3ss	242
101736367	5ss	169
101736565	3ss	169
101736615	5ss	168
101736719	3ss	168
101736871	5ss	129
101738373	3ss	129
101738528	5ss	150
101739332	3ss	150
101739472	5ss	152
101740229	3ss	152
101740366	5ss	205
101740644	3ss	127
101740781	5ss	230
1017429	3ss	137
101745833	3ss	205
101745972	5ss	158
101746825	3ss	158
101746907	5ss	230
101747616	3ss	230
101747739	5ss	190
101748610	3ss	230
101748896	5ss	173
101750332	3ss	173
101750471	5ss	307
101750704	3ss	307
101750860	5ss	87
1017509	5ss	159
101754978	3ss	190
101755054	5ss	209
101755740	3ss	87
101755838	5ss	87
101757354	3ss	87
101757521	5ss	205
101758487	3ss	209
101758553	5ss	174
101759237	3ss	205
101759403	5ss	356
101760336	3ss	356
101760477	5ss	83
1017605	3ss	159
101761638	3ss	83
101761754	5ss	110
101763499	3ss	110
101763669	5ss	149
1017641	3ss	210
101764210	3ss	149
101764341	5ss	161
101764836	3ss	161
101764946	5ss	133
101766662	3ss	133
101766741	5ss	158
101767179	3ss	158
101767248	5ss	151
101767363	3ss	151
101767545	5ss	98
101768586	3ss	98
101768717	5ss	123
101769402	3ss	123
101769534	5ss	213
101773149	3ss	213
101773336	5ss	155
101774918	3ss	155
101774989	5ss	150
10177517	3ss	117
10177658	5ss	191
101776819	3ss	150
101777091	5ss	109
101777321	3ss	109
101777447	5ss	150
101779361	3ss	150
101779506	5ss	182
101779746	3ss	182
1017889	5ss	212
10179571	3ss	191
10179671	5ss	191
101801840	3ss	174
101801888	5ss	142
1018099	3ss	212
101813726	3ss	142
101813830	5ss	114
10182020	3ss	191
10182119	5ss	18
10182134	5ss	320
101821749	3ss	103
101821755	3ss	11
101821937	5ss	122
101833093	3ss	122
101833151	5ss	60
101837122	3ss	60
101837170	5ss	57
10183871	5ss	287
101838787	3ss	57
101838883	5ss	66
101840585	5ss	12
101842082	3ss	12
101842147	5ss	19
101843351	3ss	19
101843452	5ss	19
101844640	3ss	19
1018452	5ss	211
101845484	5ss	15
10184705	5ss	25
101847671	3ss	15
101847836	5ss	13
101848394	3ss	13
101848450	5ss	13
101854775	5ss	12
101855848	3ss	12
101855960	5ss	14
101856392	3ss	14
101856437	5ss	37
101856808	3ss	37
101860581	5ss	14
10186546	5ss	20
10186852	3ss	320
1018693	3ss	211
10186935	5ss	95
101869940	5ss	606
101870647	3ss	13
101870949	5ss	17
101874253	3ss	606
101874417	5ss	1462
101877332	3ss	17
101877520	5ss	11
10187777	3ss	20
101879001	3ss	1462
101879153	5ss	1980
101881307	3ss	1965
101881322	3ss	15
101881509	5ss	1854
10188198	3ss	312
101882600	3ss	11
101883139	3ss	1854
10188320	5ss	340
101883341	5ss	601
101885502	3ss	601
101885598	5ss	801
101885678	3ss	801
10188701	3ss	18
10188722	5ss	10
10188917	5ss	12
101891382	5ss	41
101894328	3ss	14
10189450	3ss	95
101894791	3ss	41
101895021	5ss	53
10189506	5ss	108
101900141	3ss	53
101900371	5ss	41
101904818	3ss	41
101904985	5ss	35
10190558	3ss	108
10190674	5ss	101
101907014	3ss	35
101907170	5ss	69
10190773	3ss	101
10190871	5ss	87
101908767	3ss	69
101908891	5ss	83
101909936	3ss	83
101910066	5ss	53
101911462	3ss	53
10191471	3ss	340
101916637	3ss	66
101916764	5ss	72
101917515	3ss	72
101917581	5ss	102
101918518	3ss	102
101918630	5ss	101
101921220	3ss	101
101921336	5ss	91
101923329	3ss	91
101923412	5ss	96
10192354	3ss	10
101924096	3ss	96
101924152	5ss	139
10192427	3ss	87
101925132	3ss	139
101925212	5ss	163
10192540	5ss	158
101926004	3ss	163
101926068	5ss	180
101926313	3ss	180
10195046	3ss	158
10195244	5ss	280
101957862	5ss	18
101960798	3ss	18
10197124	5ss	50
10197125	3ss	280
10197263	5ss	170
10197605	3ss	50
10197728	5ss	53
10197927	3ss	53
10197976	5ss	38
101981900	5ss	186
101984648	5ss	726
101984828	3ss	726
101984875	3ss	186
101984925	5ss	792
101985125	5ss	328
101990181	3ss	792
101990282	5ss	1223
101992619	3ss	1223
10200333	3ss	38
10200371	5ss	52
102004653	5ss	10
102004858	5ss	29
10200574	3ss	52
102006421	3ss	29
102006465	3ss	10
102006523	5ss	73
10200723	5ss	46
10201534	3ss	12
102016270	3ss	73
102016396	5ss	63
102016659	3ss	63
102016769	5ss	45
10201926	3ss	46
10202029	5ss	19
102020932	3ss	11
10202152	3ss	19
10202306	5ss	65
10202746	3ss	65
102033187	3ss	328
102033302	5ss	204
102036424	3ss	34
102036984	5ss	112
102038067	3ss	112
102038145	5ss	87
102039995	3ss	87
102040095	5ss	96
102045045	3ss	96
102045130	5ss	64
102047881	3ss	64
102047945	5ss	65
10204998	3ss	170
10205097	5ss	213
102056749	3ss	179
102056862	5ss	123
102056868	5ss	49
102065461	3ss	65
10206732	5ss	77
10207021	3ss	213
10207148	5ss	180
102076624	3ss	197
102076780	5ss	12
102076805	5ss	157
102076817	5ss	23
102079391	3ss	12
102079628	5ss	15
102080248	3ss	59
102080295	5ss	82
102086960	3ss	15
102091912	5ss	309
10209242	3ss	180
10209340	5ss	161
102094353	3ss	203
102094483	5ss	277
102098200	3ss	277
102098312	5ss	196
102100433	3ss	196
102100948	5ss	12
102105607	5ss	56
102106264	3ss	56
102106498	5ss	150
102106601	3ss	150
102106717	5ss	113
102107288	5ss	4845
102107786	3ss	113
102107821	3ss	4845
102107868	3ss	309
102107926	5ss	228
102108015	5ss	319
102108103	5ss	1794
102108166	3ss	228
102108270	5ss	123
102108282	3ss	319
102108423	5ss	367
102108509	3ss	123
102108634	5ss	123
102108710	3ss	123
102108824	5ss	80
102109001	3ss	80
102109101	5ss	65
102109302	3ss	65
102109509	5ss	197
102110021	3ss	197
102110093	5ss	145
102110189	3ss	145
102110329	5ss	105
102110506	3ss	367
102110590	5ss	237
102112123	3ss	1794
102112253	5ss	3190
102112665	3ss	105
102112756	5ss	111
102112901	3ss	111
102113056	5ss	64
102113139	3ss	64
102113251	5ss	108
102113356	3ss	108
10211384	3ss	161
102113901	3ss	237
102114032	5ss	445
102114184	3ss	3190
102114389	5ss	2830
10211619	5ss	242
102116289	3ss	2817
102116521	5ss	4922
102116946	3ss	445
102117104	5ss	586
102117500	3ss	586
102117625	5ss	337
102119970	3ss	12
102120072	3ss	337
102120182	5ss	203
102120491	3ss	4935
102122679	3ss	203
102133769	5ss	45
102140973	3ss	45
102141205	5ss	57
102147791	3ss	15
102147794	3ss	42
102156061	5ss	18
102156559	3ss	18
10217088	5ss	34
10217177	3ss	34
10217347	5ss	121
10218181	3ss	121
10218282	5ss	211
10218414	3ss	242
10218480	3ss	211
10218530	5ss	287
10218540	5ss	177
10218640	3ss	287
10218810	5ss	257
10219522	3ss	77
10219704	5ss	70
102201988	5ss	92
102202977	3ss	92
10220307	3ss	257
102203097	5ss	90
10220383	5ss	144
10220589	3ss	144
10220696	5ss	152
10220799	3ss	152
10220922	5ss	182
10221000	3ss	182
10221078	5ss	188
10221161	3ss	188
10221200	3ss	177
10221290	5ss	281
10221344	5ss	262
10221373	3ss	281
10221467	5ss	14
10221542	5ss	283
10221621	3ss	297
102218107	5ss	135
102219329	3ss	135
102221480	5ss	87
102221575	3ss	87
102221674	5ss	74
102228257	5ss	13
102229242	3ss	13
102229307	5ss	49
102231491	3ss	30
102233627	3ss	74
102233705	5ss	89
102234399	3ss	89
102234447	5ss	100
102237060	3ss	90
102237117	5ss	104
102239037	3ss	100
102239279	5ss	127
102248227	3ss	127
102248481	5ss	100
102248588	3ss	100
102248629	5ss	115
102248721	3ss	115
102249638	3ss	104
102249725	5ss	81
102252355	3ss	19
102252520	5ss	10
102260661	3ss	81
102260746	5ss	61
102262289	3ss	61
102262372	5ss	50
102271698	5ss	176
102276373	5ss	136
10228194	3ss	262
102282541	3ss	50
102282589	5ss	43
10228328	5ss	144
102283878	3ss	10
102283999	5ss	16
102284082	3ss	43
102284149	5ss	46
102285241	3ss	46
102285321	5ss	74
102285606	3ss	74
102285682	5ss	80
102286421	3ss	80
102286524	5ss	97
102291641	3ss	182
102291708	5ss	246
102295069	3ss	246
102295211	5ss	301
102295579	3ss	97
102295763	5ss	96
102295892	5ss	62
102296168	3ss	62
102296418	5ss	72
102296862	3ss	96
102296933	5ss	64
102300391	3ss	72
102300539	5ss	64
102301964	3ss	257
102302141	5ss	234
102304708	3ss	64
102304853	5ss	73
102305700	3ss	73
102305806	5ss	133
102306275	3ss	133
102306338	5ss	66
102306897	3ss	66
102307007	5ss	55
102307850	3ss	55
102307952	3ss	234
102308010	5ss	300
102309820	3ss	34
102310140	5ss	41
10231196	3ss	144
10231387	5ss	209
102313887	3ss	333
102313979	5ss	592
102314599	5ss	244
102314935	3ss	244
102314994	3ss	603
102315000	5ss	378
102323023	3ss	146
102323222	5ss	283
102325976	3ss	71
102326105	5ss	106
102338737	3ss	106
102338853	5ss	129
102340858	3ss	129
102340930	5ss	127
102342505	3ss	127
102342715	5ss	63
102343161	3ss	63
102343361	5ss	50
102345455	3ss	50
102345570	5ss	63
102348498	3ss	283
102348608	5ss	154
102349594	3ss	154
102349686	5ss	213
102349769	3ss	213
102349899	5ss	165
102353038	3ss	63
102353137	5ss	99
102355494	3ss	99
102355547	5ss	90
102356574	3ss	165
102356633	5ss	151
102359337	3ss	151
102359445	5ss	314
102360835	3ss	53
102360844	3ss	314
102360897	5ss	340
102361038	5ss	60
102363886	3ss	46
102363889	3ss	51
102363942	5ss	96
102364591	3ss	96
102368056	3ss	340
102368226	5ss	325
102372739	3ss	325
102372866	5ss	225
102375926	3ss	225
102376027	5ss	336
102378738	3ss	336
102378810	5ss	101
102384168	3ss	46
102384284	5ss	14
10238702	3ss	209
10238876	5ss	303
102389864	5ss	11
102390105	5ss	11
102391478	3ss	69
102392139	3ss	22
102392248	5ss	19
10239474	3ss	303
10239620	5ss	214
102398301	3ss	19
102398393	5ss	17
10239953	3ss	214
102401720	3ss	17
102401858	5ss	12
102407182	3ss	378
102407238	5ss	355
102412856	3ss	12
102412897	5ss	12
102417700	3ss	12
10242053	3ss	59
10242199	5ss	161
102427916	5ss	15
102431284	5ss	135
102440390	3ss	355
102440515	5ss	496
102441781	3ss	496
102441891	5ss	594
102442049	3ss	135
102442136	5ss	151
102445656	3ss	151
102445829	5ss	201
102445966	3ss	594
102446056	3ss	201
102446056	5ss	407
102446311	5ss	173
102446701	3ss	173
102446887	5ss	174
102448183	3ss	407
102448313	5ss	178
102448737	3ss	15
102449356	3ss	174
102449627	5ss	173
102449719	3ss	173
102449946	5ss	166
102450871	3ss	178
102450925	5ss	225
102452024	3ss	166
102452362	3ss	225
102452440	5ss	230
102453100	5ss	145
102453790	3ss	145
102453969	5ss	152
102455040	3ss	152
102455189	5ss	184
102456192	5ss	77
102456281	3ss	230
102456456	5ss	474
102457864	3ss	184
102458010	5ss	170
102459071	3ss	474
102459143	5ss	303
102460521	3ss	170
102460563	3ss	303
102460661	5ss	119
102460773	5ss	632
102461010	3ss	119
102461186	5ss	232
102461323	3ss	232
102461433	5ss	266
102461518	3ss	266
102461637	5ss	147
102463372	3ss	147
102463611	5ss	367
102465010	3ss	77
102465407	5ss	125
102466326	3ss	367
102466481	5ss	149
102466623	3ss	149
102466736	5ss	158
102467291	3ss	158
102467401	5ss	174
102467482	3ss	174
102467691	5ss	187
102467872	3ss	187
102468018	5ss	164
102468874	3ss	164
102469040	5ss	144
102469129	3ss	144
102469157	3ss	125
102469302	5ss	97
102469352	5ss	108
102470166	5ss	33
102470610	3ss	33
102470692	5ss	26
102470855	3ss	97
102471020	5ss	221
102471077	3ss	26
102471099	3ss	221
102471287	5ss	184
102471379	3ss	184
102471573	5ss	210
102472225	3ss	210
102472436	3ss	108
102472439	3ss	622
102472507	5ss	132
102472526	5ss	180
102472600	5ss	282
102473345	3ss	132
102473445	5ss	150
102474088	3ss	180
102474173	5ss	174
102474515	3ss	150
102474674	5ss	246
102475458	3ss	281
102475544	5ss	289
102476105	3ss	172
102476180	3ss	246
102476198	3ss	128
102476326	5ss	181
102476423	5ss	233
102476613	3ss	233
102476796	5ss	189
102477077	3ss	189
102477287	3ss	30
102477289	5ss	218
102477448	5ss	55
102478212	3ss	218
102478450	5ss	152
102478651	3ss	152
102478807	5ss	184
102480283	3ss	31
102480513	5ss	47
102481392	3ss	222
102481442	3ss	184
102481498	5ss	181
102481669	5ss	195
102482193	3ss	195
102482231	3ss	174
102482385	5ss	187
102482423	5ss	153
102482686	3ss	153
102482826	5ss	189
102482890	3ss	139
102482893	3ss	42
102483041	5ss	238
102483103	3ss	189
102483336	5ss	123
102483425	3ss	123
102483631	5ss	174
102483635	3ss	187
102483674	3ss	238
102483720	3ss	174
102483736	5ss	134
102483771	5ss	283
102483780	5ss	69
102483841	5ss	291
102484499	5ss	30
102484788	3ss	291
102484856	3ss	134
102484953	5ss	212
102485017	5ss	166
102486084	3ss	382
102486230	3ss	212
102486259	5ss	360
102486393	5ss	161
102486757	3ss	360
102486877	5ss	517
102486957	3ss	166
102487078	5ss	184
102487956	3ss	128
102488147	5ss	214
102488352	3ss	184
102488453	5ss	216
102489088	3ss	161
102489217	5ss	174
102489552	3ss	216
102489638	5ss	283
102490109	3ss	603
102490226	5ss	255
102490374	3ss	283
102490449	5ss	157
102490538	3ss	157
102490544	3ss	255
102490647	5ss	72
102490714	5ss	466
102491613	3ss	72
102491698	5ss	144
102492911	3ss	174
102493044	5ss	189
102493465	3ss	466
102493511	3ss	189
102493608	5ss	533
102493625	5ss	254
102493720	3ss	254
102493881	5ss	172
102493892	3ss	144
102493956	3ss	172
102494017	5ss	207
102494156	3ss	183
102494159	3ss	24
102494170	5ss	146
102494274	3ss	146
102494277	5ss	117
102494478	5ss	318
102494850	3ss	117
102495032	5ss	110
102495876	3ss	318
102496049	5ss	270
102496156	3ss	270
102496275	5ss	315
102496499	3ss	315
102496619	5ss	152
102498609	3ss	152
102498804	5ss	204
102499013	3ss	533
102499147	5ss	273
102499402	3ss	204
102499519	5ss	291
102499606	3ss	291
102499821	5ss	319
102500313	3ss	319
102500525	5ss	262
102500662	3ss	262
102500789	5ss	418
102501649	3ss	273
102501749	5ss	194
102501844	5ss	25
102502826	3ss	418
102502883	3ss	110
102502979	5ss	276
102503024	5ss	204
102503550	3ss	194
102503699	5ss	419
102503723	5ss	60
102503776	3ss	204
102503999	5ss	103
102504240	3ss	479
102504399	5ss	402
102504797	3ss	276
102504943	5ss	182
102505035	3ss	182
102505185	5ss	246
102505258	3ss	402
102505338	3ss	246
102505397	5ss	305
10250557	5ss	2201
102505591	5ss	305
102505749	3ss	305
102505883	5ss	161
102505975	3ss	161
102506069	5ss	139
102506273	3ss	25
102506426	5ss	17
102506573	3ss	139
102506747	5ss	197
102506935	3ss	197
102507010	5ss	182
102507628	3ss	305
102507911	3ss	182
102508071	5ss	313
102508350	3ss	313
102508461	5ss	222
102508565	3ss	222
102508625	5ss	147
102508721	3ss	147
102508844	5ss	133
102508859	3ss	103
102508972	3ss	133
102508986	5ss	123
102509085	5ss	203
102509562	3ss	123
102509676	5ss	174
102510212	3ss	203
102510382	5ss	174
102510611	3ss	174
102510828	5ss	300
102510932	3ss	300
102511035	5ss	248
10251273	3ss	172
102512786	3ss	17
102512897	5ss	18
102513104	3ss	18
102513250	5ss	14
102513368	3ss	174
102513423	3ss	14
102513475	5ss	228
102513565	3ss	228
102513681	5ss	171
10251376	5ss	150
102513930	5ss	15
102514064	5ss	46
102514108	3ss	15
102514154	3ss	248
102514365	5ss	127
102514556	5ss	17
102514853	3ss	127
102515006	5ss	106
102515216	3ss	17
102515368	5ss	51
102515722	3ss	171
102515777	3ss	106
102515889	5ss	204
102515919	5ss	160
102516051	3ss	160
102516127	3ss	51
102516195	5ss	62
102516219	5ss	400
102516336	3ss	62
102516408	3ss	400
102516535	5ss	231
102516772	3ss	231
102517664	3ss	46
102517819	5ss	75
102518935	3ss	27
102519108	5ss	25
102520373	3ss	202
102520445	5ss	215
102522021	3ss	125
102522140	5ss	138
102523015	3ss	101
102523077	5ss	70
102526543	3ss	197
102526683	5ss	357
102530601	3ss	357
102530726	5ss	202
102537223	3ss	202
102542008	3ss	75
102542241	5ss	98
10254257	3ss	2201
10254317	5ss	2673
102547647	3ss	98
102547754	5ss	84
10254786	3ss	2673
102548605	3ss	22
10254891	3ss	150
10254950	5ss	2437
10255085	5ss	171
10255168	3ss	171
10255232	5ss	193
102558216	3ss	62
102558386	5ss	131
102559507	3ss	131
102559661	5ss	84
10256067	3ss	2437
10256265	5ss	2543
102569261	3ss	84
102569444	5ss	41
102572370	3ss	41
102572548	5ss	63
102576327	3ss	63
102576405	5ss	52
10258223	3ss	2543
10258415	5ss	2047
10258498	3ss	2047
10258618	3ss	193
10258647	5ss	1574
10258732	5ss	141
102589090	3ss	28
