ENSG00000000003	TSPAN6	"tetraspanin 6"
ENSG00000025708	TYMP	"thymidine phosphorylase"
ENSG00000025770	NCAPH2	"non-SMC condensin II complex subunit H2"
ENSG00000025772	TOMM34	"translocase of outer mitochondrial membrane 34"
ENSG00000025796	SEC63	"SEC63 homolog, protein translocation regulator"
ENSG00000025800	KPNA6	"karyopherin subunit alpha 6"
ENSG00000026025	VIM	"vimentin"
ENSG00000026036	RTEL1-TNFRSF6B	"RTEL1-TNFRSF6B readthrough (NMD candidate)"
ENSG00000026103	FAS	"Fas cell surface death receptor"
ENSG00000026297	RNASET2	"ribonuclease T2"
ENSG00000026508	CD44	"CD44 molecule (Indian blood group)"
ENSG00000026559	KCNG1	"potassium voltage-gated channel modifier subfamily G member 1"
ENSG00000026652	AGPAT4	"1-acylglycerol-3-phosphate O-acyltransferase 4"
ENSG00000026751	SLAMF7	"SLAM family member 7"
ENSG00000026950	BTN3A1	"butyrophilin subfamily 3 member A1"
ENSG00000027001	MIPEP	"mitochondrial intermediate peptidase"
ENSG00000027075	PRKCH	"protein kinase C eta"
ENSG00000027644	INSRR	"insulin receptor related receptor"
ENSG00000027697	IFNGR1	"interferon gamma receptor 1"
ENSG00000027847	B4GALT7	"beta-1,4-galactosyltransferase 7"
ENSG00000027869	SH2D2A	"SH2 domain containing 2A"
ENSG00000028116	VRK2	"vaccinia related kinase 2"
ENSG00000028137	TNFRSF1B	"TNF receptor superfamily member 1B"
ENSG00000028203	VEZT	"vezatin, adherens junctions transmembrane protein"
ENSG00000028277	POU2F2	"POU class 2 homeobox 2"
ENSG00000028310	BRD9	"bromodomain containing 9"
ENSG00000028528	SNX1	"sorting nexin 1"
ENSG00000028839	TBPL1	"TATA-box binding protein like 1"
ENSG00000029153	ARNTL2	"aryl hydrocarbon receptor nuclear translocator like 2"
ENSG00000029363	BCLAF1	"BCL2 associated transcription factor 1"
ENSG00000029364	SLC39A9	"solute carrier family 39 member 9"
ENSG00000029534	ANK1	"ankyrin 1"
ENSG00000029559	IBSP	"integrin binding sialoprotein"
ENSG00000029639	TFB1M	"transcription factor B1, mitochondrial"
ENSG00000029725	RABEP1	"rabaptin, RAB GTPase binding effector protein 1"
ENSG00000029993	HMGB3	"high mobility group box 3"
ENSG00000030066	NUP160	"nucleoporin 160"
ENSG00000030110	BAK1	"BCL2 antagonist/killer 1"
ENSG00000030304	MUSK	"muscle associated receptor tyrosine kinase"
ENSG00000030419	IKZF2	"IKAROS family zinc finger 2"
ENSG00000030582	GRN	"granulin precursor"
ENSG00000031003	FAM13B	"family with sequence similarity 13 member B"
ENSG00000031081	ARHGAP31	"Rho GTPase activating protein 31"
ENSG00000031691	CENPQ	"centromere protein Q"
ENSG00000031698	SARS	"seryl-tRNA synthetase"
ENSG00000031823	RANBP3	"RAN binding protein 3"
ENSG00000032219	ARID4A	"AT-rich interaction domain 4A"
ENSG00000032389	EIPR1	"EARP complex and GARP complex interacting protein 1"
ENSG00000032444	PNPLA6	"patatin like phospholipase domain containing 6"
ENSG00000032742	IFT88	"intraflagellar transport 88"
ENSG00000033011	ALG1	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
ENSG00000033030	ZCCHC8	"zinc finger CCHC-type containing 8"
ENSG00000033050	ABCF2	"ATP binding cassette subfamily F member 2"
ENSG00000033100	CHPF2	"chondroitin polymerizing factor 2"
ENSG00000033122	LRRC7	"leucine rich repeat containing 7"
ENSG00000033170	FUT8	"fucosyltransferase 8"
ENSG00000033178	UBA6	"ubiquitin like modifier activating enzyme 6"
ENSG00000033327	GAB2	"GRB2 associated binding protein 2"
ENSG00000033627	ATP6V0A1	"ATPase H+ transporting V0 subunit a1"
ENSG00000033800	PIAS1	"protein inhibitor of activated STAT 1"
ENSG00000033867	SLC4A7	"solute carrier family 4 member 7"
ENSG00000034053	APBA2	"amyloid beta precursor protein binding family A member 2"
ENSG00000034152	MAP2K3	"mitogen-activated protein kinase kinase 3"
ENSG00000034239	EFCAB1	"EF-hand calcium binding domain 1"
ENSG00000034510	TMSB10	"thymosin beta 10"
ENSG00000034533	ASTE1	"asteroid homolog 1"
ENSG00000034677	RNF19A	"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
ENSG00000034693	PEX3	"peroxisomal biogenesis factor 3"
ENSG00000034713	GABARAPL2	"GABA type A receptor associated protein like 2"
ENSG00000034971	MYOC	"myocilin"
ENSG00000035115	SH3YL1	"SH3 and SYLF domain containing 1"
ENSG00000035141	FAM136A	"family with sequence similarity 136 member A"
ENSG00000035403	VCL	"vinculin"
ENSG00000035499	DEPDC1B	"DEP domain containing 1B"
ENSG00000035664	DAPK2	"death associated protein kinase 2"
ENSG00000035681	NSMAF	"neutral sphingomyelinase activation associated factor"
ENSG00000035687	ADSS	"adenylosuccinate synthase"
ENSG00000035720	STAP1	"signal transducing adaptor family member 1"
ENSG00000035862	TIMP2	"TIMP metallopeptidase inhibitor 2"
ENSG00000035928	RFC1	"replication factor C subunit 1"
ENSG00000036054	TBC1D23	"TBC1 domain family member 23"
ENSG00000036257	CUL3	"cullin 3"
ENSG00000036448	MYOM2	"myomesin 2"
ENSG00000036473	OTC	"ornithine carbamoyltransferase"
ENSG00000036530	CYP46A1	"cytochrome P450 family 46 subfamily A member 1"
ENSG00000036549	AC118549.1	"ZZ-type zinc finger-containing protein 3 "
ENSG00000036565	SLC18A1	"solute carrier family 18 member A1"
ENSG00000036672	USP2	"ubiquitin specific peptidase 2"
ENSG00000036828	CASR	"calcium sensing receptor"
ENSG00000037042	TUBG2	"tubulin gamma 2"
ENSG00000037241	RPL26L1	"ribosomal protein L26 like 1"
ENSG00000037280	FLT4	"fms related tyrosine kinase 4"
ENSG00000037474	NSUN2	"NOP2/Sun RNA methyltransferase family member 2"
ENSG00000037637	FBXO42	"F-box protein 42"
ENSG00000037749	MFAP3	"microfibril associated protein 3"
ENSG00000037757	MRI1	"methylthioribose-1-phosphate isomerase 1"
ENSG00000037897	METTL1	"methyltransferase like 1"
ENSG00000037965	HOXC8	"homeobox C8"
ENSG00000038002	AGA	"aspartylglucosaminidase"
ENSG00000038210	PI4K2B	"phosphatidylinositol 4-kinase type 2 beta"
ENSG00000038219	BOD1L1	"biorientation of chromosomes in cell division 1 like 1"
ENSG00000038274	MAT2B	"methionine adenosyltransferase 2B"
ENSG00000038295	TLL1	"tolloid like 1"
ENSG00000038358	EDC4	"enhancer of mRNA decapping 4"
ENSG00000038382	TRIO	"trio Rho guanine nucleotide exchange factor"
ENSG00000038427	VCAN	"versican"
ENSG00000038532	CLEC16A	"C-type lectin domain containing 16A"
ENSG00000038945	MSR1	"macrophage scavenger receptor 1"
ENSG00000039068	CDH1	"cadherin 1"
ENSG00000039123	MTREX	"Mtr4 exosome RNA helicase"
ENSG00000039139	DNAH5	"dynein axonemal heavy chain 5"
ENSG00000039319	ZFYVE16	"zinc finger FYVE-type containing 16"
ENSG00000039523	RIPOR1	"RHO family interacting cell polarization regulator 1"
ENSG00000039537	C6	"complement C6"
ENSG00000039560	RAI14	"retinoic acid induced 14"
ENSG00000039600	SOX30	"SRY-box 30"
ENSG00000039650	PNKP	"polynucleotide kinase 3'-phosphatase"
ENSG00000039987	BEST2	"bestrophin 2"
ENSG00000040199	PHLPP2	"PH domain and leucine rich repeat protein phosphatase 2"
ENSG00000040275	SPDL1	"spindle apparatus coiled-coil protein 1"
ENSG00000040341	STAU2	"staufen double-stranded RNA binding protein 2"
ENSG00000040487	PQLC2	"PQ loop repeat containing 2"
ENSG00000040531	CTNS	"cystinosin, lysosomal cystine transporter"
ENSG00000040608	RTN4R	"reticulon 4 receptor"
ENSG00000040633	PHF23	"PHD finger protein 23"
ENSG00000040731	CDH10	"cadherin 10"
ENSG00000040933	INPP4A	"inositol polyphosphate-4-phosphatase type I A"
ENSG00000041353	RAB27B	"RAB27B, member RAS oncogene family"
ENSG00000041357	PSMA4	"proteasome subunit alpha 4"
ENSG00000041515	MYO16	"myosin XVI"
ENSG00000041802	LSG1	"large 60S subunit nuclear export GTPase 1"
ENSG00000041880	PARP3	"poly(ADP-ribose) polymerase family member 3"
ENSG00000041982	TNC	"tenascin C"
ENSG00000041988	THAP3	"THAP domain containing 3"
ENSG00000042062	RIPOR3	"RIPOR family member 3"
ENSG00000042088	TDP1	"tyrosyl-DNA phosphodiesterase 1"
ENSG00000042286	AIFM2	"apoptosis inducing factor, mitochondria associated 2"
ENSG00000042304	C2orf83	"chromosome 2 open reading frame 83"
ENSG00000042317	SPATA7	"spermatogenesis associated 7"
ENSG00000042429	MED17	"mediator complex subunit 17"
ENSG00000042445	RETSAT	"retinol saturase"
ENSG00000042493	CAPG	"capping actin protein, gelsolin like"
ENSG00000042753	AP2S1	"adaptor related protein complex 2 sigma 1 subunit"
ENSG00000042781	USH2A	"usherin"
ENSG00000042813	ZPBP	"zona pellucida binding protein"
ENSG00000042832	TG	"thyroglobulin"
ENSG00000042980	ADAM28	"ADAM metallopeptidase domain 28"
ENSG00000043039	BARX2	"BARX homeobox 2"
ENSG00000043093	DCUN1D1	"defective in cullin neddylation 1 domain containing 1"
ENSG00000043143	JADE2	"jade family PHD finger 2"
ENSG00000043355	ZIC2	"Zic family member 2"
ENSG00000043462	LCP2	"lymphocyte cytosolic protein 2"
ENSG00000043514	TRIT1	"tRNA isopentenyltransferase 1"
ENSG00000043591	ADRB1	"adrenoceptor beta 1"
ENSG00000044012	GUCA2B	"guanylate cyclase activator 2B"
ENSG00000044090	CUL7	"cullin 7"
ENSG00000044115	CTNNA1	"catenin alpha 1"
ENSG00000044446	PHKA2	"phosphorylase kinase regulatory subunit alpha 2"
ENSG00000044459	CNTLN	"centlein"
ENSG00000044524	EPHA3	"EPH receptor A3"
ENSG00000044574	HSPA5	"heat shock protein family A (Hsp70) member 5"
ENSG00000046604	DSG2	"desmoglein 2"
ENSG00000046647	GEMIN8	"gem nuclear organelle associated protein 8"
ENSG00000046651	OFD1	"OFD1, centriole and centriolar satellite protein"
ENSG00000046653	GPM6B	"glycoprotein M6B"
ENSG00000046774	MAGEC2	"MAGE family member C2"
ENSG00000046889	PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
ENSG00000047056	WDR37	"WD repeat domain 37"
ENSG00000047188	YTHDC2	"YTH domain containing 2"
ENSG00000047230	CTPS2	"CTP synthase 2"
ENSG00000047249	ATP6V1H	"ATPase H+ transporting V1 subunit H"
ENSG00000047315	POLR2B	"RNA polymerase II subunit B"
ENSG00000047346	FAM214A	"family with sequence similarity 214 member A"
ENSG00000047365	ARAP2	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
ENSG00000047410	TPR	"translocated promoter region, nuclear basket protein"
ENSG00000047457	CP	"ceruloplasmin"
ENSG00000047578	KIAA0556	"KIAA0556"
ENSG00000047579	DTNBP1	"dystrobrevin binding protein 1"
ENSG00000047597	XK	"X-linked Kx blood group"
ENSG00000047617	ANO2	"anoctamin 2"
ENSG00000047621	C12orf4	"chromosome 12 open reading frame 4"
ENSG00000047634	SCML1	"Scm polycomb group protein like 1"
ENSG00000047644	WWC3	"WWC family member 3"
ENSG00000047648	ARHGAP6	"Rho GTPase activating protein 6"
ENSG00000047662	FAM184B	"family with sequence similarity 184 member B"
ENSG00000047849	MAP4	"microtubule associated protein 4"
ENSG00000047932	GOPC	"golgi associated PDZ and coiled-coil motif containing"
ENSG00000047936	ROS1	"ROS proto-oncogene 1, receptor tyrosine kinase"
ENSG00000048028	USP28	"ubiquitin specific peptidase 28"
ENSG00000048052	HDAC9	"histone deacetylase 9"
ENSG00000048140	TSPAN17	"tetraspanin 17"
ENSG00000048162	NOP16	"NOP16 nucleolar protein"
ENSG00000048342	CC2D2A	"coiled-coil and C2 domain containing 2A"
ENSG00000048392	RRM2B	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
ENSG00000048405	ZNF800	"zinc finger protein 800"
ENSG00000048462	TNFRSF17	"TNF receptor superfamily member 17"
ENSG00000048471	SNX29	"sorting nexin 29"
ENSG00000048540	LMO3	"LIM domain only 3"
ENSG00000048544	MRPS10	"mitochondrial ribosomal protein S10"
ENSG00000048545	GUCA1A	"guanylate cyclase activator 1A"
ENSG00000048649	RSF1	"remodeling and spacing factor 1"
ENSG00000048707	VPS13D	"vacuolar protein sorting 13 homolog D"
ENSG00000048740	CELF2	"CUGBP Elav-like family member 2"
ENSG00000048828	FAM120A	"family with sequence similarity 120A"
ENSG00000048991	R3HDM1	"R3H domain containing 1"
ENSG00000049089	COL9A2	"collagen type IX alpha 2 chain"
ENSG00000049130	KITLG	"KIT ligand"
ENSG00000049167	ERCC8	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
ENSG00000049192	ADAMTS6	"ADAM metallopeptidase with thrombospondin type 1 motif 6"
ENSG00000049239	H6PD	"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
ENSG00000049245	VAMP3	"vesicle associated membrane protein 3"
ENSG00000049246	PER3	"period circadian regulator 3"
ENSG00000049247	UTS2	"urotensin 2"
ENSG00000049249	TNFRSF9	"TNF receptor superfamily member 9"
ENSG00000049283	EPN3	"epsin 3"
ENSG00000049323	LTBP1	"latent transforming growth factor beta binding protein 1"
ENSG00000049449	RCN1	"reticulocalbin 1"
ENSG00000049540	ELN	"elastin"
ENSG00000049541	RFC2	"replication factor C subunit 2"
ENSG00000049618	ARID1B	"AT-rich interaction domain 1B"
ENSG00000049656	CLPTM1L	"CLPTM1 like"
ENSG00000049759	NEDD4L	"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
ENSG00000049768	FOXP3	"forkhead box P3"
ENSG00000049769	PPP1R3F	"protein phosphatase 1 regulatory subunit 3F"
ENSG00000049860	HEXB	"hexosaminidase subunit beta"
ENSG00000049883	PTCD2	"pentatricopeptide repeat domain 2"
ENSG00000050030	NEXMIF	"neurite extension and migration factor"
ENSG00000050130	JKAMP	"JNK1/MAPK8 associated membrane protein"
ENSG00000050165	DKK3	"dickkopf WNT signaling pathway inhibitor 3"
ENSG00000050327	ARHGEF5	"Rho guanine nucleotide exchange factor 5"
ENSG00000050344	NFE2L3	"nuclear factor, erythroid 2 like 3"
ENSG00000050393	MCUR1	"mitochondrial calcium uniporter regulator 1"
ENSG00000050405	LIMA1	"LIM domain and actin binding 1"
ENSG00000050426	LETMD1	"LETM1 domain containing 1"
ENSG00000050438	SLC4A8	"solute carrier family 4 member 8"
ENSG00000050555	LAMC3	"laminin subunit gamma 3"
ENSG00000050628	PTGER3	"prostaglandin E receptor 3"
ENSG00000050730	TNIP3	"TNFAIP3 interacting protein 3"
ENSG00000050748	MAPK9	"mitogen-activated protein kinase 9"
ENSG00000050767	COL23A1	"collagen type XXIII alpha 1 chain"
ENSG00000050820	BCAR1	"BCAR1, Cas family scaffolding protein"
ENSG00000051009	FAM160A2	"family with sequence similarity 160 member A2"
ENSG00000051108	HERPUD1	"homocysteine inducible ER protein with ubiquitin like domain 1"
ENSG00000051128	HOMER3	"homer scaffolding protein 3"
ENSG00000051180	RAD51	"RAD51 recombinase"
ENSG00000051341	POLQ	"DNA polymerase theta"
ENSG00000051382	PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
ENSG00000051523	CYBA	"cytochrome b-245 alpha chain"
ENSG00000051596	THOC3	"THO complex 3"
ENSG00000051620	HEBP2	"heme binding protein 2"
ENSG00000051825	MPHOSPH9	"M-phase phosphoprotein 9"
ENSG00000052126	PLEKHA5	"pleckstrin homology domain containing A5"
ENSG00000052344	PRSS8	"serine protease 8"
ENSG00000052723	SIKE1	"suppressor of IKBKE 1"
ENSG00000052749	RRP12	"ribosomal RNA processing 12 homolog"
ENSG00000052795	FNIP2	"folliculin interacting protein 2"
ENSG00000052802	MSMO1	"methylsterol monooxygenase 1"
ENSG00000052841	TTC17	"tetratricopeptide repeat domain 17"
ENSG00000052850	ALX4	"ALX homeobox 4"
ENSG00000053108	FSTL4	"follistatin like 4"
ENSG00000053254	FOXN3	"forkhead box N3"
ENSG00000053328	METTL24	"methyltransferase like 24"
ENSG00000053371	AKR7A2	"aldo-keto reductase family 7 member A2"
ENSG00000053372	MRTO4	"MRT4 homolog, ribosome maturation factor"
ENSG00000053438	NNAT	"neuronatin"
ENSG00000053501	USE1	"unconventional SNARE in the ER 1"
ENSG00000053524	MCF2L2	"MCF.2 cell line derived transforming sequence-like 2"
ENSG00000053702	NRIP2	"nuclear receptor interacting protein 2"
ENSG00000053747	LAMA3	"laminin subunit alpha 3"
ENSG00000053770	AP5M1	"adaptor related protein complex 5 mu 1 subunit"
ENSG00000053900	ANAPC4	"anaphase promoting complex subunit 4"
ENSG00000053918	KCNQ1	"potassium voltage-gated channel subfamily Q member 1"
ENSG00000054116	TRAPPC3	"trafficking protein particle complex 3"
ENSG00000054118	THRAP3	"thyroid hormone receptor associated protein 3"
ENSG00000054148	PHPT1	"phosphohistidine phosphatase 1"
ENSG00000054179	ENTPD2	"ectonucleoside triphosphate diphosphohydrolase 2"
ENSG00000054219	LY75	"lymphocyte antigen 75"
ENSG00000054267	ARID4B	"AT-rich interaction domain 4B"
ENSG00000054277	OPN3	"opsin 3"
ENSG00000054282	SDCCAG8	"serologically defined colon cancer antigen 8"
ENSG00000054356	PTPRN	"protein tyrosine phosphatase, receptor type N"
ENSG00000054392	HHAT	"hedgehog acyltransferase"
ENSG00000054523	KIF1B	"kinesin family member 1B"
ENSG00000054598	FOXC1	"forkhead box C1"
ENSG00000054611	TBC1D22A	"TBC1 domain family member 22A"
ENSG00000054654	SYNE2	"spectrin repeat containing nuclear envelope protein 2"
ENSG00000054690	PLEKHH1	"pleckstrin homology, MyTH4 and FERM domain containing H1"
ENSG00000054793	ATP9A	"ATPase phospholipid transporting 9A (putative)"
ENSG00000054796	SPO11	"SPO11, initiator of meiotic double stranded breaks"
ENSG00000054803	CBLN4	"cerebellin 4 precursor"
ENSG00000054938	CHRDL2	"chordin like 2"
ENSG00000054965	FAM168A	"family with sequence similarity 168 member A"
ENSG00000054967	RELT	"RELT, TNF receptor"
ENSG00000054983	GALC	"galactosylceramidase"
ENSG00000055044	NOP58	"NOP58 ribonucleoprotein"
ENSG00000055070	SZRD1	"SUZ RNA binding domain containing 1"
ENSG00000055118	KCNH2	"potassium voltage-gated channel subfamily H member 2"
ENSG00000055130	CUL1	"cullin 1"
ENSG00000055147	FAM114A2	"family with sequence similarity 114 member A2"
ENSG00000055163	CYFIP2	"cytoplasmic FMR1 interacting protein 2"
ENSG00000055208	TAB2	"TGF-beta activated kinase 1/MAP3K7 binding protein 2"
ENSG00000055211	GINM1	"glycoprotein integral membrane 1"
ENSG00000055332	EIF2AK2	"eukaryotic translation initiation factor 2 alpha kinase 2"
ENSG00000055483	USP36	"ubiquitin specific peptidase 36"
ENSG00000055609	KMT2C	"lysine methyltransferase 2C"
ENSG00000055732	MCOLN3	"mucolipin 3"
ENSG00000055813	CCDC85A	"coiled-coil domain containing 85A"
ENSG00000055917	PUM2	"pumilio RNA binding family member 2"
ENSG00000055950	MRPL43	"mitochondrial ribosomal protein L43"
ENSG00000055955	ITIH4	"inter-alpha-trypsin inhibitor heavy chain family member 4"
ENSG00000055957	ITIH1	"inter-alpha-trypsin inhibitor heavy chain 1"
ENSG00000056050	HPF1	"histone PARylation factor 1"
ENSG00000056097	ZFR	"zinc finger RNA binding protein"
ENSG00000056277	ZNF280C	"zinc finger protein 280C"
ENSG00000056291	NPFFR2	"neuropeptide FF receptor 2"
ENSG00000056487	PHF21B	"PHD finger protein 21B"
ENSG00000056558	TRAF1	"TNF receptor associated factor 1"
ENSG00000056586	RC3H2	"ring finger and CCCH-type domains 2"
ENSG00000056678	KIFC1	"kinesin family member C1"
ENSG00000056736	IL17RB	"interleukin 17 receptor B"
ENSG00000056972	TRAF3IP2	"TRAF3 interacting protein 2"
ENSG00000056998	GYG2	"glycogenin 2"
ENSG00000057019	DCBLD2	"discoidin, CUB and LCCL domain containing 2"
ENSG00000057149	SERPINB3	"serpin family B member 3"
ENSG00000057252	SOAT1	"sterol O-acyltransferase 1"
ENSG00000057294	PKP2	"plakophilin 2"
ENSG00000057468	MSH4	"mutS homolog 4"
ENSG00000057593	F7	"coagulation factor VII"
ENSG00000057608	GDI2	"GDP dissociation inhibitor 2"
ENSG00000057657	PRDM1	"PR/SET domain 1"
ENSG00000057663	ATG5	"autophagy related 5"
ENSG00000057704	TMCC3	"transmembrane and coiled-coil domain family 3"
ENSG00000057757	PITHD1	"PITH domain containing 1"
ENSG00000057935	MTA3	"metastasis associated 1 family member 3"
ENSG00000058056	USP13	"ubiquitin specific peptidase 13"
ENSG00000058063	ATP11B	"ATPase phospholipid transporting 11B (putative)"
ENSG00000058085	LAMC2	"laminin subunit gamma 2"
ENSG00000058091	CDK14	"cyclin dependent kinase 14"
ENSG00000058262	SEC61A1	"Sec61 translocon alpha 1 subunit"
ENSG00000058272	PPP1R12A	"protein phosphatase 1 regulatory subunit 12A"
ENSG00000058335	RASGRF1	"Ras protein specific guanine nucleotide releasing factor 1"
ENSG00000058404	CAMK2B	"calcium/calmodulin dependent protein kinase II beta"
ENSG00000058453	CROCC	"ciliary rootlet coiled-coil, rootletin"
ENSG00000058600	POLR3E	"RNA polymerase III subunit E"
ENSG00000058668	ATP2B4	"ATPase plasma membrane Ca2+ transporting 4"
ENSG00000058673	ZC3H11A	"zinc finger CCCH-type containing 11A"
ENSG00000058729	RIOK2	"RIO kinase 2"
ENSG00000058799	YIPF1	"Yip1 domain family member 1"
ENSG00000058804	NDC1	"NDC1 transmembrane nucleoporin"
ENSG00000058866	DGKG	"diacylglycerol kinase gamma"
ENSG00000059122	FLYWCH1	"FLYWCH-type zinc finger 1"
